,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.0,0.0,1.0,2.0,0.0
n2cms.csv,0.0,4.0,0.0,5.0,0.0
nassp.csv,0.0,2.0,1.0,0.0,1.0
nug.csv,6.0,8.0,0.0,13.0,1.0
oorexx.csv,1.0,2.0,1.0,3.0,0.0
