,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.93,0.86,0.88,0.82,0.88
n2cms.csv,0.63,0.65,0.45,0.55,0.5
nassp.csv,0.94,0.9,0.8,0.73,0.7
nug.csv,0.61,0.79,0.78,0.48,0.5
oorexx.csv,0.51,0.46,0.35,0.48,0.49
