,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.73,1.0,0.38,0.45,1.0
n2cms.csv,1.0,0.24,0.36,0.4,0.56
nassp.csv,0.56,0.5,0.4,1.0,0.7
nug.csv,0.45,0.15,0.89,0.19,0.63
oorexx.csv,0.44,0.28,0.26,0.37,0.95
