,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.23,1.0,0.18,0.42,0.22
n2cms.csv,0.96,0.29,0.47,0.67,0.5
nassp.csv,0.19,0.36,0.24,0.92,0.19
nug.csv,0.6,0.36,0.94,0.67,0.67
oorexx.csv,0.56,0.79,0.47,0.83,0.97
