,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.77,0.0,0.84,0.6,0.78
n2cms.csv,0.04,0.75,0.66,0.42,0.75
nassp.csv,0.82,0.65,0.78,0.08,0.81
nug.csv,0.62,0.8,0.08,0.81,0.65
oorexx.csv,0.63,0.51,0.83,0.41,0.08
