,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.91,0.92,0.67,0.43,0.46,0.0,0.97,0.65,0.58,0.17,0.12,0.44,0.96,0.63,0.36,0.57,1.0,0.77
arsenal-1.csv,0.79,0.82,0.3,0.41,0.54,0.68,1.0,0.43,0.0,0.03,0.14,0.22,0.89,0.31,0.44,0.26,1.0,0.78
atomsite.csv,0.88,0.84,0.22,0.43,0.48,0.55,0.95,0.5,0.42,0.05,0.2,0.29,0.92,0.4,0.16,0.25,1.0,0.85
barracudamvc.csv,0.81,0.94,0.19,0.43,0.32,0.46,0.84,0.41,0.41,0.0,0.2,0.21,0.92,0.28,0.12,0.15,0.98,0.75
bionote.csv,0.95,0.85,0.41,0.39,0.2,0.56,1.0,0.43,0.67,0.04,0.3,0.33,0.88,0.5,0.44,0.28,1.0,0.8
bulmages.csv,0.0,0.77,0.18,0.33,0.5,0.0,1.0,0.75,0.0,0.06,0.0,0.35,0.9,0.26,0.0,0.24,1.0,0.69
fm-classic.csv,1.0,0.86,0.31,0.28,0.0,0.56,0.92,0.5,0.0,0.33,0.25,0.3,1.0,0.2,0.33,0.67,1.0,0.57
hazelcast.csv,0.88,0.83,0.41,0.42,0.37,0.54,1.0,0.46,0.44,0.05,0.2,0.25,0.94,0.4,0.16,0.28,1.0,0.73
jppf-project.csv,0.74,0.8,0.2,0.4,0.26,0.45,0.87,0.26,0.22,0.12,0.18,0.15,0.97,0.14,0.16,0.31,1.0,0.65
megasquirtavr.csv,0.82,0.8,0.5,0.4,0.27,0.47,0.83,0.35,0.4,0.02,0.21,0.22,0.93,0.38,0.1,0.27,0.96,0.88
mevenide.csv,0.95,0.82,0.36,0.38,0.4,0.47,1.0,0.0,0.0,0.06,0.0,0.33,0.96,0.57,0.29,0.52,1.0,0.5
mumble.csv,0.92,0.87,0.62,0.42,0.24,0.38,0.89,0.5,0.43,0.0,0.5,0.24,0.96,0.67,0.08,0.14,1.0,0.65
mycila.csv,0.82,0.83,0.67,0.51,0.31,0.48,0.9,0.21,0.41,0.04,0.5,0.21,0.92,0.22,0.09,0.13,0.98,0.75
opengs.csv,0.9,0.84,0.3,0.4,0.45,0.56,0.79,0.58,0.62,0.06,0.19,0.27,0.88,0.41,0.23,0.26,0.98,0.87
openintents.csv,0.74,0.89,0.33,0.62,0.33,0.47,0.95,0.47,0.47,0.08,0.15,0.16,0.9,0.18,0.17,0.27,0.97,0.64
tweetsharp.csv,1.0,0.94,0.2,0.45,0.34,0.49,0.75,0.42,0.42,0.0,0.19,0.24,0.64,0.38,0.11,0.14,0.98,0.88
xharbour.csv,0.99,0.84,0.24,0.41,0.37,0.47,0.86,0.45,0.41,0.06,0.18,0.2,0.89,0.31,0.17,0.26,0.98,0.76
