,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.29,0.54,0.83,0.48,0.42,0.0,0.32,0.38,0.69,0.83,0.75,0.69,0.57,0.58,0.57,0.86,0.75,0.36
arsenal-1.csv,0.58,0.35,0.65,0.65,0.77,0.52,0.83,0.86,0.0,0.33,0.71,0.56,0.38,0.69,0.89,0.57,0.89,0.56
atomsite.csv,0.33,0.33,0.53,0.29,0.41,0.36,0.37,0.3,0.38,0.3,0.4,0.38,0.32,0.38,0.4,0.46,0.36,0.38
barracudamvc.csv,0.39,0.41,0.71,0.29,0.4,0.38,0.41,0.33,0.36,0.59,0.41,0.44,0.44,0.39,0.38,0.51,0.32,0.4
bionote.csv,0.33,0.31,0.53,0.39,0.9,0.64,0.69,0.86,0.67,0.38,0.8,0.39,0.42,0.58,0.62,0.56,0.88,0.5
bulmages.csv,0.0,0.52,0.56,0.67,0.75,0.0,0.5,0.75,0.0,0.36,0.67,0.53,0.81,0.65,0.5,0.54,0.83,0.81
fm-classic.csv,0.5,0.91,0.62,0.61,0.67,0.89,0.92,0.83,0.67,0.89,0.88,0.9,0.94,0.8,0.89,0.94,0.75,0.86
hazelcast.csv,0.31,0.31,0.41,0.26,0.33,0.32,0.33,0.29,0.33,0.29,0.33,0.35,0.3,0.36,0.36,0.39,0.31,0.29
jppf-project.csv,0.7,0.56,0.72,0.36,0.95,0.35,0.49,0.61,0.72,0.79,0.45,0.75,0.41,0.77,0.61,0.62,0.86,0.83
megasquirtavr.csv,0.39,0.51,0.68,0.27,0.57,0.36,0.44,0.65,0.37,0.49,0.4,0.39,0.44,0.5,0.4,0.66,0.58,0.56
mevenide.csv,0.41,0.38,0.5,0.5,0.8,0.53,0.0,0.0,0.0,0.43,0.67,0.83,0.69,0.86,0.86,0.74,0.5,0.75
mumble.csv,0.32,0.41,0.88,0.29,0.52,0.46,0.46,0.83,0.55,0.55,0.79,0.49,0.55,0.48,0.62,0.67,0.54,0.55
mycila.csv,0.39,0.38,0.83,0.35,0.42,0.37,0.53,0.79,0.51,0.29,0.83,0.45,0.37,0.66,0.42,0.59,0.35,0.42
opengs.csv,0.36,0.38,0.65,0.48,0.52,0.74,0.6,0.46,0.56,0.35,0.63,0.35,0.88,0.53,0.68,0.69,0.38,0.5
openintents.csv,0.76,0.58,0.93,0.42,0.55,0.36,0.43,0.32,0.36,0.44,0.6,0.86,0.43,0.58,0.38,0.82,0.41,0.56
tweetsharp.csv,0.5,0.91,0.56,0.59,0.61,0.41,0.6,0.37,0.36,0.83,0.43,0.79,0.91,0.48,0.7,0.77,0.45,0.53
xharbour.csv,0.36,0.32,0.54,0.27,0.44,0.36,0.43,0.32,0.36,0.37,0.37,0.47,0.51,0.41,0.49,0.47,0.32,0.37
