,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,98.5,97.5,72.5,94.5,379.0,0.0,94.5,93.5,97.5,439.0,288.0,257.5,95.5,98.5,406.5,80.5,98.5,89.5
arsenal-1.csv,98.5,99.0,95.5,98.5,185.0,96.5,85.5,93.5,0.0,194.0,668.5,694.0,99.0,98.5,315.0,293.5,81.5,95.5
atomsite.csv,98.5,99.0,292.5,98.5,429.5,195.0,97.5,98.5,295.0,194.0,282.5,1041.0,99.0,98.5,380.0,294.5,98.5,97.5
barracudamvc.csv,97.5,95.5,391.5,94.5,379.0,195.0,99.0,98.5,295.0,1312.5,376.0,2103.0,97.5,98.5,1251.5,294.5,98.5,196.5
bionote.csv,98.5,99.0,95.5,98.5,185.0,96.5,79.5,93.5,82.5,194.0,188.0,783.5,98.5,96.5,190.0,196.0,98.5,87.5
bulmages.csv,0.0,99.0,389.5,171.5,55.5,0.0,75.5,96.5,0.0,194.0,128.5,1018.0,90.5,98.5,130.0,196.0,74.5,95.5
fm-classic.csv,97.5,97.5,95.5,98.5,129.5,87.5,178.0,96.5,273.5,96.5,185.0,215.5,90.5,153.0,92.5,97.5,91.5,75.5
hazelcast.csv,98.5,98.5,95.5,94.5,379.0,195.0,97.5,98.5,196.0,194.0,376.0,1305.5,98.5,98.5,1259.5,294.5,98.5,97.5
jppf-project.csv,97.5,99.0,391.5,98.5,586.5,195.0,99.0,96.5,196.0,194.0,279.5,1296.5,99.0,741.5,189.0,97.5,93.5,257.0
megasquirtavr.csv,98.5,99.0,194.0,98.5,283.5,195.0,99.0,87.5,295.0,96.5,282.5,1216.0,99.0,98.5,286.5,195.0,98.5,89.5
mevenide.csv,98.5,99.0,95.5,98.5,185.0,187.0,75.5,0.0,0.0,194.0,167.5,159.0,91.5,150.0,461.0,96.5,53.5,86.5
mumble.csv,98.5,97.5,391.5,94.5,283.5,285.5,99.0,93.5,1865.5,1286.5,258.5,1472.5,98.5,98.5,585.0,648.5,98.5,95.5
mycila.csv,98.5,99.0,292.5,94.5,283.5,195.0,196.5,93.5,188.5,194.0,170.0,2103.0,99.0,263.5,1166.0,195.0,98.5,196.5
opengs.csv,98.5,99.0,412.5,98.5,185.0,195.0,99.0,93.5,97.5,96.5,1317.5,1305.5,88.5,501.0,164.0,195.0,98.5,97.5
openintents.csv,97.5,94.5,194.5,94.5,770.0,195.0,97.5,89.5,196.0,194.0,91.5,870.0,99.0,98.5,380.0,278.5,98.5,196.5
tweetsharp.csv,73.5,99.0,390.5,98.5,766.5,195.0,99.0,98.5,295.0,90.0,188.0,951.5,173.0,177.0,186.0,635.5,98.5,196.5
xharbour.csv,98.5,99.0,293.0,98.5,283.5,195.0,295.5,98.5,295.0,194.0,376.0,1751.0,97.5,98.5,186.0,294.5,98.5,97.5
