,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.68,0.08,0.53,0.28,0.19,0.75,0.52,0.27,0.07,0.37,0.28,0.92
gamestone.csv,0.82,0.5,0.55,0.32,0.2,0.0,0.5,0.18,0.02,0.36,0.0,0.75
gbif-providertoolkit.csv,0.58,0.0,0.4,0.34,0.5,0.73,0.37,0.31,0.08,0.42,0.17,0.79
heekscad.csv,0.81,0.33,0.67,0.39,0.23,0.75,0.39,0.21,0.06,0.4,0.27,0.86
igarden.csv,0.86,0.29,0.72,0.47,0.39,0.81,0.67,0.29,0.06,0.62,0.36,0.93
levent.csv,0.69,0.08,0.57,0.41,0.21,0.79,0.36,0.25,0.0,0.34,0.36,0.86
lportal.csv,0.68,0.0,0.59,0.0,1.0,0.75,1.0,0.24,0.15,0.5,0.0,1.0
openmsx.csv,0.66,0.13,0.38,0.33,0.18,0.76,0.17,0.15,0.0,0.53,0.27,0.76
owlapi.csv,0.47,0.0,0.44,0.25,0.18,0.7,0.34,0.38,0.02,0.36,0.22,0.81
pnotepad.csv,0.88,0.19,0.5,0.32,0.18,0.72,0.39,0.14,0.04,0.35,0.2,1.0
quark.csv,0.89,0.75,0.87,1.0,0.36,0.8,0.6,0.24,0.09,0.54,0.46,0.93
xcsoar.csv,0.85,0.22,0.71,0.35,0.3,0.76,0.41,0.25,0.07,0.41,0.2,1.0
