,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.46,0.77,0.44,0.08,0.18,0.19,0.37,0.51,0.54,0.46,0.06,0.45,0.76
freewrl.csv,0.89,0.92,0.72,0.53,0.73,0.81,0.76,0.73,0.62,0.65,0.71,0.45,0.95
fulguro.csv,0.39,0.12,0.0,0.89,0.27,0.78,0.01,0.4,0.92,0.81,0.97,0.73,0.0
google-web-toolkit.csv,0.57,0.09,0.12,0.87,0.45,0.56,0.66,0.5,0.54,0.69,0.94,0.45,0.57
jcache.csv,0.96,0.98,0.75,0.68,1.0,0.85,0.73,0.94,0.85,0.19,0.88,0.82,0.83
jstock.csv,0.5,0.11,0.03,0.16,0.64,0.52,0.35,0.54,0.92,0.23,0.74,0.55,0.25
mimosa.csv,0.86,0.98,0.97,0.82,0.82,0.78,0.71,0.87,1.0,0.85,0.68,0.73,0.66
miranda.csv,0.57,0.35,0.03,0.08,0.0,0.0,0.08,0.35,0.0,0.19,0.41,0.64,0.77
ns-3-dev-def-routing.csv,0.46,0.91,0.94,0.68,0.73,0.07,0.45,0.62,0.23,0.62,0.35,0.45,0.76
ossbuild.csv,0.71,0.61,0.75,0.42,0.73,0.74,0.51,0.62,0.23,0.15,0.41,0.73,0.64
qtractor.csv,0.79,0.74,1.0,0.79,0.82,0.04,0.49,0.76,0.46,0.23,0.53,0.73,0.8
quarkplayer.csv,0.18,0.18,0.5,0.42,0.73,0.0,0.2,0.3,0.0,0.42,0.26,0.36,0.15
synergyspace.csv,0.36,0.5,0.56,0.71,0.73,0.3,0.48,0.41,0.46,0.77,0.41,0.36,0.12
