,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.65,0.77,0.09,0.17,0.03,0.45,0.57,0.43,0.28,0.15,0.4,0.11,0.67
freewrl.csv,0.62,0.64,0.11,0.39,0.06,0.71,0.63,0.44,0.23,0.18,0.75,0.1,0.68
fulguro.csv,0.48,0.35,0.0,0.63,0.04,0.58,0.75,0.38,0.26,0.29,0.45,0.24,0.0
google-web-toolkit.csv,0.67,0.57,0.07,0.53,0.12,0.65,0.7,0.43,0.21,0.2,0.5,0.22,0.7
jcache.csv,0.64,0.62,0.13,0.6,0.07,0.53,0.61,0.42,0.32,0.22,0.81,0.1,0.69
jstock.csv,0.61,0.71,0.03,0.6,0.1,0.56,0.65,0.46,0.57,0.3,0.89,0.14,0.76
mimosa.csv,0.56,0.61,0.14,0.76,0.06,0.54,0.56,0.39,0.29,0.31,0.74,0.1,0.65
miranda.csv,0.76,0.78,0.11,1.0,0.0,0.0,0.8,0.36,0.0,0.22,0.74,0.12,0.78
ns-3-dev-def-routing.csv,0.76,0.61,0.13,0.46,0.08,0.4,0.58,0.54,0.43,0.21,0.8,0.07,0.69
ossbuild.csv,0.77,0.57,0.33,0.76,0.08,0.59,0.57,0.51,0.5,0.27,0.93,0.1,0.73
qtractor.csv,0.79,0.61,0.13,0.79,0.08,0.5,0.6,0.53,0.46,0.18,0.75,0.1,0.72
quarkplayer.csv,0.42,0.47,0.11,0.48,0.14,0.0,0.61,0.4,0.0,0.31,0.24,0.24,0.63
synergyspace.csv,0.56,0.53,0.14,0.73,0.07,0.57,0.57,0.36,0.21,0.41,0.3,0.09,0.66
