,f1,g,recall,precision,pf,wins
alleg.csv,0.26,0.43,0.45,0.4,0.41,2
freewrl.csv,0.55,0.52,0.73,0.44,0.63,6
fulguro.csv,0.39,0.41,0.4,0.35,0.42,3
google-web-toolkit.csv,0.46,0.53,0.56,0.5,0.4,7
jcache.csv,0.64,0.57,0.85,0.53,0.71,11
jstock.csv,0.37,0.52,0.5,0.57,0.21,9
mimosa.csv,0.63,0.53,0.82,0.54,0.79,8
miranda.csv,0.2,0.22,0.19,0.36,0.12,1
ns-3-dev-def-routing.csv,0.49,0.47,0.62,0.46,0.59,5
ossbuild.csv,0.54,0.5,0.62,0.57,0.39,10
qtractor.csv,0.54,0.53,0.74,0.53,0.43,12
quarkplayer.csv,0.25,0.27,0.26,0.31,0.29,0
synergyspace.csv,0.39,0.44,0.46,0.41,0.5,4
