,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.49,0.74,0.42,0.1,0.21,0.22,0.4,0.52,0.55,0.43,0.07,0.46,0.57
freewrl.csv,0.7,0.47,0.42,0.44,0.52,0.76,0.63,0.62,0.55,0.45,0.73,0.45,0.4
fulguro.csv,0.41,0.14,0.0,0.78,0.3,0.64,0.01,0.43,0.52,0.71,0.09,0.72,0.0
google-web-toolkit.csv,0.59,0.11,0.14,0.64,0.49,0.58,0.65,0.51,0.5,0.53,0.57,0.49,0.56
jcache.csv,0.74,0.21,0.57,0.66,0.24,0.47,0.59,0.46,0.73,0.22,0.87,0.0,0.6
jstock.csv,0.52,0.13,0.04,0.19,0.63,0.52,0.39,0.55,0.89,0.27,0.77,0.55,0.29
mimosa.csv,0.53,0.0,0.46,0.81,0.31,0.55,0.47,0.37,0.64,0.75,0.7,0.3,0.54
miranda.csv,0.6,0.4,0.04,0.1,0.0,0.0,0.1,0.38,0.0,0.22,0.46,0.55,0.72
ns-3-dev-def-routing.csv,0.51,0.27,0.37,0.54,0.63,0.09,0.47,0.63,0.27,0.56,0.4,0.33,0.6
ossbuild.csv,0.72,0.49,0.76,0.47,0.65,0.64,0.5,0.62,0.27,0.18,0.46,0.3,0.62
qtractor.csv,0.78,0.53,0.0,0.79,0.62,0.05,0.5,0.71,0.51,0.27,0.57,0.34,0.67
quarkplayer.csv,0.21,0.21,0.48,0.45,0.72,0.0,0.24,0.34,0.0,0.46,0.27,0.41,0.18
synergyspace.csv,0.4,0.44,0.55,0.72,0.61,0.34,0.48,0.43,0.46,0.76,0.35,0.38,0.15
