,qtractor.csv,alleg.csv,ossbuild.csv,mimosa.csv,quarkplayer.csv,freewrl.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,jstock.csv,synergyspace.csv,jcache.csv,fulguro.csv,miranda.csv
alleg.csv,0.54,0.77,0.15,0.11,0.05,0.26,0.45,0.47,0.37,0.23,0.1,0.18,0.72
freewrl.csv,0.74,0.75,0.19,0.45,0.12,0.76,0.69,0.55,0.33,0.28,0.73,0.17,0.79
fulguro.csv,0.43,0.18,0.0,0.74,0.08,0.67,0.03,0.39,0.4,0.42,0.62,0.36,0.0
google-web-toolkit.csv,0.62,0.16,0.09,0.66,0.19,0.6,0.68,0.46,0.3,0.31,0.65,0.29,0.63
jcache.csv,0.77,0.76,0.23,0.64,0.13,0.66,0.66,0.58,0.47,0.2,0.85,0.18,0.76
jstock.csv,0.55,0.2,0.03,0.25,0.17,0.54,0.45,0.5,0.71,0.26,0.81,0.22,0.37
mimosa.csv,0.68,0.75,0.25,0.78,0.11,0.64,0.63,0.53,0.45,0.45,0.71,0.18,0.65
miranda.csv,0.65,0.48,0.05,0.15,0.0,0.0,0.14,0.36,0.0,0.2,0.53,0.2,0.77
ns-3-dev-def-routing.csv,0.58,0.73,0.23,0.55,0.14,0.12,0.51,0.58,0.3,0.32,0.49,0.12,0.72
ossbuild.csv,0.74,0.59,0.46,0.54,0.15,0.66,0.54,0.56,0.32,0.2,0.57,0.18,0.68
qtractor.csv,0.79,0.67,0.23,0.79,0.14,0.07,0.54,0.62,0.46,0.2,0.62,0.18,0.76
quarkplayer.csv,0.25,0.26,0.19,0.45,0.23,0.0,0.3,0.35,0.0,0.36,0.25,0.29,0.24
synergyspace.csv,0.43,0.51,0.22,0.72,0.14,0.39,0.52,0.39,0.29,0.53,0.35,0.14,0.2
