,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.11,0.27,0.46,0.22,0.13,0.0
foursquared.csv,0.27,0.17,0.0,0.74,0.0,0.0
ifmo-game-1.csv,0.32,0.0,0.1,0.43,0.15,0.0
micomt.csv,0.17,0.14,0.08,0.52,0.63,0.02
voms.csv,0.19,0.53,0.09,0.69,0.57,0.02
