,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.19,0.12,0.24,0.3,0.39,0.17
foursquared.csv,0.27,0.44,0.21,0.2,0.4,0.15
ifmo-game-1.csv,0.25,0.36,0.2,0.21,0.21,0.22
micomt.csv,0.27,0.4,0.27,0.31,0.25,0.32
voms.csv,0.25,0.23,0.27,0.2,0.33,0.31
