,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.63,0.41,0.56,0.42,0.65,0.53,0.46,0.33,0.35,0.53,0.58,0.5,0.4,0.39,0.36,0.62,0.45,0.65,0.63,0.41
doomlegacy.csv,0.38,0.34,0.38,0.52,0.45,0.42,0.41,0.3,0.31,0.42,0.46,0.45,0.37,0.31,0.45,0.4,0.38,0.51,0.46,0.38
elmo.csv,0.93,0.75,0.92,0.75,0.98,0.83,0.98,0.93,0.97,0.67,0.95,0.89,0.96,0.86,0.95,0.88,0.94,0.9,0.98,0.76
enzo.csv,0.39,0.45,0.41,0.41,0.4,0.48,0.39,0.31,0.35,0.48,0.41,0.41,0.38,0.32,0.4,0.36,0.48,0.5,0.42,0.36
gpac.csv,0.56,0.45,0.57,0.53,0.72,0.52,0.53,0.47,0.47,0.57,0.54,0.59,0.47,0.38,0.59,0.55,0.54,0.54,0.7,0.61
img-browse-sort.csv,0.61,0.42,0.93,0.62,0.79,0.81,0.53,0.45,0.53,0.53,0.69,0.56,0.48,0.82,0.92,0.89,0.5,0.95,0.83,0.61
ktc.csv,0.5,0.5,0.59,0.77,0.67,0.79,0.78,0.5,0.67,0.86,0.94,0.45,0.48,0.44,0.72,0.5,0.56,0.83,0.73,0.77
neoengine.csv,0.46,0.51,0.59,0.51,0.57,0.53,0.6,0.38,0.53,0.67,0.57,0.48,0.47,0.4,0.5,0.41,0.49,0.57,0.54,0.5
nicepress.csv,0.58,0.83,0.53,0.88,0.61,0.6,0.65,0.63,0.42,0.83,0.54,0.46,0.57,0.83,0.44,0.57,0.55,0.62,0.59,0.76
open-ms.csv,0.81,0.69,0.74,0.58,0.98,0.89,0.48,0.92,0.76,0.57,0.89,0.8,0.7,0.62,0.75,0.67,0.89,0.67,0.91,0.92
pcsx2.csv,0.47,0.52,0.47,0.49,0.5,0.56,0.41,0.35,0.45,0.45,0.45,0.51,0.48,0.44,0.46,0.51,0.55,0.62,0.54,0.44
pi-qmc.csv,0.62,0.5,0.6,0.47,0.76,0.68,0.5,0.29,0.66,0.5,0.76,0.59,0.4,0.43,0.43,0.95,0.43,0.59,0.67,0.58
rosegarden.csv,0.52,0.72,0.58,0.57,0.67,0.62,0.64,0.64,0.53,0.48,0.7,0.54,0.52,0.9,0.68,0.52,0.48,0.6,0.58,0.67
salasaga.csv,0.42,0.55,0.52,0.41,0.49,0.51,0.4,0.5,0.55,0.59,0.56,0.59,0.52,0.31,0.53,0.38,0.88,0.42,0.44,0.48
sigil.csv,0.73,0.53,0.69,0.61,0.97,0.67,0.64,0.87,0.78,0.48,0.58,0.47,0.76,0.64,0.85,0.83,0.73,0.77,0.84,0.78
skia.csv,0.64,0.86,0.75,0.76,0.71,0.83,0.73,0.56,0.54,0.83,0.75,0.92,0.5,0.75,0.69,0.61,0.94,0.75,0.71,0.62
smarttag.csv,0.67,0.78,0.48,0.57,0.98,0.94,0.88,0.82,0.69,0.79,0.88,0.7,0.55,0.71,0.94,0.94,0.62,0.9,0.99,0.86
sylpheed-claws.csv,0.5,0.41,0.51,0.53,0.57,0.46,0.45,0.38,0.5,0.45,0.45,0.69,0.41,0.6,0.59,0.48,0.55,0.55,0.59,0.41
xemeiah.csv,0.42,0.39,0.53,0.58,0.54,0.54,0.57,0.44,0.47,0.48,0.58,0.52,0.43,0.53,0.38,0.38,0.47,0.6,0.53,0.42
zscreen.csv,0.45,0.5,0.58,0.49,0.49,0.47,0.4,0.4,0.57,0.43,0.5,0.51,0.48,0.46,0.47,0.59,0.53,0.63,0.56,0.43
