,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.0,2.0,0.0,1.0,10.0,2.0,0.0,0.0,5.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,14.0,2.0,8.0,1.0
doomlegacy.csv,9.0,7.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,4.0,3.0,7.0,10.0
elmo.csv,4.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,16.0,6.0
enzo.csv,15.0,2.0,0.0,0.0,2.0,13.0,0.0,2.0,0.0,3.0,7.0,4.0,2.0,0.0,0.0,3.0,25.0,5.0,7.0,3.0
gpac.csv,9.0,21.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,22.0,0.0,5.0,6.0
img-browse-sort.csv,1.0,8.0,4.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,19.0,3.0,4.0
ktc.csv,0.0,12.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,5.0,0.0,1.0,5.0,0.0,3.0,7.0
neoengine.csv,5.0,8.0,0.0,0.0,12.0,11.0,0.0,1.0,3.0,0.0,1.0,5.0,8.0,11.0,0.0,1.0,7.0,2.0,9.0,2.0
nicepress.csv,7.0,1.0,2.0,3.0,1.0,0.0,4.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,44.0,1.0,8.0,3.0
open-ms.csv,15.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,7.0
pcsx2.csv,4.0,8.0,2.0,0.0,4.0,4.0,7.0,0.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,61.0,2.0,15.0,0.0
pi-qmc.csv,2.0,7.0,2.0,0.0,3.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,5.0,5.0
rosegarden.csv,1.0,7.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,1.0,2.0,1.0,5.0,0.0
salasaga.csv,6.0,8.0,3.0,0.0,7.0,16.0,0.0,0.0,3.0,4.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,7.0,21.0,6.0
sigil.csv,4.0,12.0,1.0,0.0,4.0,2.0,7.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,7.0,0.0,6.0,1.0
skia.csv,2.0,6.0,8.0,0.0,14.0,2.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,4.0,5.0,17.0,0.0
smarttag.csv,0.0,5.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,20.0,0.0,35.0,0.0
sylpheed-claws.csv,3.0,2.0,2.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,2.0,13.0,2.0,8.0,13.0
xemeiah.csv,7.0,7.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,2.0,0.0,10.0,0.0,0.0,2.0,3.0,6.0,0.0
zscreen.csv,10.0,1.0,4.0,0.0,3.0,7.0,15.0,0.0,1.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,61.0,8.0,16.0,4.0
