,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.51,0.25,0.52,0.6,0.36,0.42,0.99,0.67,0.66,0.36,0.36,0.6,0.7,0.36,0.77,0.48,0.32,0.53,0.3,0.48
doomlegacy.csv,0.61,0.17,0.6,0.71,0.47,0.54,0.64,0.69,0.68,0.36,0.62,0.78,0.71,0.42,0.76,1.0,0.38,0.52,0.34,0.44
elmo.csv,0.06,0.89,0.1,0.08,0.19,0.14,0.17,0.29,0.27,0.12,0.27,0.2,0.15,0.2,0.33,0.14,0.18,0.31,0.17,0.35
enzo.csv,0.57,0.21,0.54,0.62,0.47,0.43,0.66,0.66,0.64,0.38,0.54,0.67,0.72,0.39,0.98,0.75,0.31,0.48,0.35,0.51
gpac.csv,0.53,0.06,0.52,0.6,0.4,0.57,0.59,0.97,0.53,0.38,0.46,0.59,0.6,0.29,0.53,0.51,0.33,0.51,0.32,0.35
img-browse-sort.csv,0.59,0.17,0.39,0.51,0.49,0.32,0.59,0.57,0.5,0.39,0.51,0.58,0.58,0.92,0.23,0.2,0.25,0.14,0.35,0.49
ktc.csv,0.98,0.17,0.5,0.37,0.55,0.36,0.37,0.45,0.41,0.19,0.31,0.67,0.51,0.39,0.38,0.53,0.41,0.36,0.36,0.28
neoengine.csv,0.56,0.13,0.98,0.63,0.47,0.42,0.46,0.63,0.64,0.41,0.58,0.63,0.64,0.37,0.76,0.74,0.36,0.6,0.38,0.47
nicepress.csv,0.57,0.18,0.57,0.19,0.5,0.99,0.46,0.44,0.58,0.1,0.53,0.7,0.49,0.32,0.65,0.49,0.25,0.42,0.36,0.35
open-ms.csv,0.4,0.14,0.32,0.51,0.38,0.22,0.56,0.26,0.41,0.38,0.34,0.36,0.42,0.18,0.55,0.52,0.22,0.08,0.93,0.23
pcsx2.csv,0.65,0.11,0.55,0.73,0.49,0.55,0.67,0.68,0.63,0.43,0.59,0.72,0.98,0.45,0.73,0.61,0.25,0.47,0.35,0.49
pi-qmc.csv,0.51,0.16,0.51,0.58,0.51,0.28,0.57,0.72,0.5,0.36,0.48,0.63,0.73,0.44,0.79,0.3,0.36,1.0,0.31,0.38
rosegarden.csv,0.68,0.12,0.48,0.58,0.98,0.5,0.53,0.49,0.49,0.38,0.52,0.65,0.59,0.17,0.43,0.6,0.4,0.59,0.38,0.3
salasaga.csv,0.52,0.11,0.45,0.66,0.37,0.42,0.65,0.54,0.58,0.35,0.5,0.52,0.64,0.35,0.77,0.83,0.96,0.44,0.31,0.43
sigil.csv,0.4,0.17,0.48,0.61,0.31,0.45,0.46,0.41,0.44,0.47,0.51,0.99,0.43,0.44,0.34,0.07,0.3,0.51,0.32,0.29
skia.csv,0.47,0.06,0.38,0.45,0.32,0.41,0.43,0.48,0.49,0.2,0.42,0.25,0.56,0.28,0.43,0.4,0.4,0.38,0.34,0.95
smarttag.csv,0.54,0.14,0.56,0.48,0.27,0.33,0.33,0.33,0.39,1.0,0.28,0.47,0.53,0.44,0.24,0.31,0.27,0.56,0.11,0.33
sylpheed-claws.csv,0.6,0.12,0.56,0.61,0.48,0.6,0.57,0.63,0.98,0.56,0.6,0.46,0.67,0.36,0.55,0.54,0.32,0.68,0.37,0.5
xemeiah.csv,0.67,0.17,0.48,0.46,0.58,0.48,0.51,0.48,0.57,0.36,0.98,0.48,0.68,0.25,0.71,0.6,0.43,0.54,0.37,0.46
zscreen.csv,0.58,0.14,0.57,0.99,0.49,0.56,0.68,0.66,0.59,0.39,0.62,0.73,0.77,0.54,0.79,0.51,0.26,0.45,0.35,0.38
