,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.5,0.8,0.52,0.5,0.42,0.42,0.99,0.84,0.71,0.43,0.3,0.5,0.65,0.62,0.66,0.34,0.82,0.55,0.39,0.65
doomlegacy.csv,0.83,0.8,0.8,0.61,0.8,0.81,0.69,0.93,0.8,0.57,0.82,0.83,0.67,0.85,0.67,1.0,0.82,0.73,0.67,0.74
elmo.csv,0.03,0.8,0.05,0.04,0.16,0.08,0.1,0.18,0.18,0.07,0.18,0.12,0.08,0.15,0.2,0.08,0.14,0.23,0.13,0.3
enzo.csv,0.82,1.0,0.82,0.65,0.74,0.61,0.79,0.77,0.71,0.64,0.67,0.62,0.72,0.85,0.99,0.72,0.86,0.86,0.79,0.87
gpac.csv,0.5,0.2,0.56,0.54,0.41,0.64,0.55,0.98,0.47,0.57,0.48,0.52,0.5,0.46,0.38,0.38,0.79,0.73,0.42,0.39
img-browse-sort.csv,0.48,0.4,0.27,0.37,0.43,0.25,0.52,0.57,0.4,0.43,0.37,0.44,0.44,0.85,0.13,0.11,0.46,0.14,0.36,0.43
ktc.csv,0.97,0.4,0.42,0.24,0.46,0.25,0.24,0.38,0.29,0.14,0.19,0.52,0.37,0.46,0.25,0.39,0.61,0.23,0.37,0.22
neoengine.csv,0.72,1.0,0.97,0.65,0.62,0.53,0.36,0.68,0.8,0.43,0.67,0.62,0.6,0.62,0.65,0.75,0.75,0.68,0.69,0.61
nicepress.csv,0.5,0.2,0.54,0.11,0.53,0.97,0.35,0.36,0.56,0.07,0.45,0.6,0.36,0.23,0.49,0.35,0.79,0.36,0.51,0.3
open-ms.csv,0.32,0.8,0.3,0.5,0.3,0.14,0.63,0.16,0.38,0.57,0.27,0.23,0.28,0.23,0.44,0.4,0.14,0.05,0.89,0.17
pcsx2.csv,0.7,0.8,0.61,0.67,0.72,0.69,0.72,0.89,0.94,0.71,0.63,0.73,0.97,0.69,0.61,0.45,0.93,0.55,0.63,0.61
pi-qmc.csv,0.45,0.8,0.58,0.5,0.46,0.22,0.48,0.91,0.41,0.36,0.39,0.48,0.76,0.62,0.74,0.19,0.57,1.0,0.35,0.39
rosegarden.csv,0.59,0.6,0.44,0.57,0.97,0.47,0.41,0.39,0.38,0.5,0.46,0.56,0.46,0.15,0.28,0.46,0.5,0.5,0.49,0.3
salasaga.csv,0.79,0.8,0.7,0.78,0.7,0.69,0.81,0.55,0.75,0.57,0.66,0.58,0.67,0.85,0.75,0.92,0.93,1.0,0.8,0.7
sigil.csv,0.34,0.4,0.4,0.46,0.26,0.42,0.36,0.29,0.33,0.79,0.54,0.98,0.28,0.46,0.22,0.04,0.43,0.41,0.34,0.26
skia.csv,0.41,0.2,0.3,0.33,0.31,0.31,0.34,0.43,0.39,0.14,0.28,0.15,0.45,0.31,0.28,0.28,0.32,0.36,0.43,0.91
smarttag.csv,0.46,0.2,0.53,0.35,0.21,0.25,0.23,0.23,0.29,1.0,0.19,0.33,0.39,0.46,0.14,0.19,0.32,0.41,0.1,0.22
sylpheed-claws.csv,0.59,0.4,0.6,0.5,0.5,0.75,0.52,0.64,0.97,0.71,0.64,0.35,0.61,0.38,0.4,0.42,0.46,0.68,0.55,0.7
xemeiah.csv,0.7,0.4,0.64,0.33,0.68,0.5,0.42,0.45,0.59,0.57,0.97,0.37,0.61,0.31,0.58,0.48,0.79,0.45,0.54,0.57
zscreen.csv,0.68,0.6,0.61,0.98,0.78,0.86,0.84,0.79,0.54,0.86,0.76,0.77,0.76,0.77,0.78,0.38,1.0,0.5,0.66,0.57
