,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.0,0.0,0.0,0.0,0.0,1.0
irrlicht.csv,0.9,1.0,0.55,0.52,0.1,0.3
qedo.csv,0.0,0.06,0.04,0.05,0.98,0.0
qse.csv,0.83,0.6,0.99,0.55,0.02,0.26
toped.csv,1.0,0.86,0.5,0.46,0.13,0.15
truevision.csv,0.8,0.7,0.68,0.97,0.14,0.19
