,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.0,0.0,0.0,0.0,0.0,0.8
irrlicht.csv,0.33,0.5,0.5,0.37,0.37,0.45
qedo.csv,0.67,0.88,0.91,0.83,0.95,0.0
qse.csv,0.33,0.56,0.5,0.42,0.53,0.33
toped.csv,0.33,0.45,0.47,0.48,0.59,0.55
truevision.csv,0.33,0.56,0.42,0.61,0.48,0.34
