,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.61,0.08,0.47,0.0,0.14,0.16,0.17,0.16,0.38,0.8,0.36,0.0,0.25
apolloplayer.csv,0.39,0.71,0.41,1.0,0.71,0.46,0.87,0.74,0.92,0.4,0.62,0.8,0.63
auber.csv,0.42,0.96,0.29,1.0,0.91,0.87,0.87,0.63,0.9,0.76,0.79,1.0,0.79
irrlicht.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.73,0.6,1.0
k3d.csv,0.53,0.12,0.29,1.0,0.49,0.1,0.8,0.58,0.87,0.52,0.18,0.4,0.37
nug.csv,0.71,0.25,0.82,1.0,0.69,0.11,0.73,0.63,0.58,0.4,0.54,0.0,0.72
owlapi.csv,0.74,0.21,0.41,1.0,0.31,0.35,0.4,0.16,0.69,0.84,0.45,0.0,0.34
ppcboot.csv,0.97,1.0,1.0,1.0,1.0,0.89,0.8,0.74,0.6,1.0,0.98,1.0,0.99
red5.csv,0.95,0.58,1.0,1.0,0.74,0.54,1.0,0.7,0.95,0.84,0.86,1.0,0.9
redshell.csv,0.16,0.33,0.29,0.0,0.69,0.78,0.8,0.47,0.81,0.56,0.52,0.4,0.43
utgb.csv,0.24,0.33,0.06,0.0,0.71,0.27,0.2,0.23,0.19,0.08,0.36,0.8,0.25
xreal.csv,0.08,0.17,0.06,0.0,0.46,0.23,0.37,0.47,0.18,0.08,0.2,1.0,0.01
