,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.82,0.52,0.03,0.96,0.69,0.94,0.71,0.95,0.67,0.21,0.78,0.84,1.0,0.85,0.78
glelite.csv,0.93,0.94,1.0,1.0,1.0,0.94,1.0,0.97,1.0,0.98,0.99,0.95,0.0,1.0,0.94
hannosset.csv,0.05,0.1,0.21,0.1,0.15,0.03,0.1,0.0,0.14,0.04,0.0,0.05,0.0,0.08,0.0
ipfilter.csv,0.93,0.58,0.79,0.9,0.92,0.89,0.77,0.8,0.65,0.72,0.41,0.0,1.0,0.69,0.69
moving-pictures.csv,0.62,0.77,0.76,0.66,0.42,0.71,0.0,0.54,0.47,0.79,0.7,0.53,1.0,0.77,0.72
pclasses.csv,0.0,0.38,0.0,0.02,0.31,0.06,0.06,0.07,0.16,0.91,0.54,0.0,0.0,0.12,0.91
pfaedit.csv,0.04,0.21,0.03,0.3,0.14,0.03,0.19,0.25,0.12,0.01,0.62,0.26,0.0,0.54,0.06
qcad2.csv,0.04,0.21,0.45,0.34,0.0,0.26,0.42,0.27,0.25,0.05,0.36,0.32,0.33,0.19,0.22
rockbox.csv,0.43,0.62,0.83,0.38,0.61,0.6,0.74,0.51,0.57,0.26,0.64,0.58,0.0,0.69,0.0
roller.csv,0.43,0.5,0.14,0.92,0.68,0.34,0.61,0.63,0.02,0.63,0.52,0.47,0.67,0.58,0.28
theresa.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0
tzod.csv,0.11,0.0,0.07,0.28,0.38,0.49,0.48,0.61,0.31,0.09,0.51,0.42,0.0,0.81,0.25
xinity.csv,0.3,0.23,0.17,0.38,0.62,0.6,0.32,0.29,0.16,0.1,0.14,0.26,0.0,0.04,0.06
zabbix.csv,0.86,0.85,0.52,0.9,0.65,0.97,0.61,0.9,0.8,0.0,0.94,0.79,0.0,1.0,0.81
