,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,97.5,94.5,186.0,95.5,391.0,98.5,1917.5,0.0,180.0,1941.5,99.0
freedom-erp.csv,97.5,172.0,97.5,183.5,0.0,89.5,83.5,191.0,645.5,0.0,83.5
haggle.csv,97.5,99.0,97.5,98.5,194.0,98.5,99.0,375.0,273.5,1703.5,97.5
jchassis.csv,0.0,0.0,45.5,0.0,93.5,0.0,44.5,0.0,0.0,270.0,0.0
jmoney.csv,97.5,97.5,95.5,98.5,95.5,98.5,86.5,486.0,367.0,243.0,94.5
jsidplay2.csv,97.5,189.0,99.0,98.5,95.5,85.5,176.0,682.0,1203.5,256.0,0.0
madman.csv,270.5,97.5,73.5,97.5,93.5,98.5,182.0,192.0,184.0,266.5,175.0
matrex.csv,97.5,94.5,97.5,97.5,93.5,73.5,86.5,89.5,471.0,69.5,85.5
mediate.csv,342.0,99.0,87.5,95.5,293.5,98.5,99.0,292.5,179.0,2309.0,99.0
primefaces.csv,97.5,99.0,97.5,98.5,194.0,197.5,646.5,487.0,645.5,1958.5,99.0
tmva.csv,97.5,97.5,99.0,98.5,392.0,197.5,99.0,778.5,459.5,2552.0,94.5
