,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.27,0.25,0.8,0.1,0.7,0.1,0.71,0.0,0.18,0.76,0.78
freedom-erp.csv,0.12,0.14,0.05,0.07,0.0,0.02,0.01,0.27,0.82,0.0,0.22
haggle.csv,0.44,0.67,0.35,0.44,0.33,0.13,0.76,0.11,0.39,0.67,0.85
jchassis.csv,0.0,0.0,0.05,0.0,0.0,0.0,0.04,0.0,0.0,0.11,0.0
jmoney.csv,0.1,0.43,0.15,0.2,0.73,0.33,0.03,0.16,0.37,0.14,0.04
jsidplay2.csv,0.29,0.35,0.25,0.41,0.6,0.23,0.16,0.94,0.49,0.15,0.0
madman.csv,0.12,0.25,0.2,0.1,0.2,0.1,0.07,0.04,0.22,0.08,0.33
matrex.csv,0.22,0.0,0.15,0.0,0.4,0.0,0.15,0.2,0.14,0.02,0.0
mediate.csv,0.17,0.22,0.2,0.22,0.5,0.22,0.79,0.27,0.14,0.88,0.7
primefaces.csv,0.8,0.98,0.6,1.0,0.87,1.0,0.55,0.23,1.0,0.8,0.26
tmva.csv,0.73,0.61,0.95,0.8,1.0,0.27,1.0,1.0,0.51,0.74,0.78
