,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.2,0.46,0.33,0.55,0.42,0.0,0.43,0.5,0.31,0.42,0.17,0.67,0.2,0.25,0.37,0.05,0.52
biopax.csv,0.8,0.79,0.84,0.9,0.87,0.69,0.74,0.8,0.7,0.92,0.89,1.0,0.68,0.61,0.7,0.05,0.94
ffigo.csv,0.51,0.49,0.39,0.57,0.97,0.43,0.62,0.68,0.97,0.7,0.38,0.33,0.0,0.54,0.78,0.15,0.42
freebios.csv,0.64,0.3,0.0,0.34,0.31,0.46,0.43,0.43,0.41,0.14,0.47,0.33,0.59,0.61,0.54,0.7,0.29
glelite.csv,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
gnupdate.csv,0.76,0.1,0.69,0.73,0.0,0.55,0.38,0.42,0.6,0.21,0.33,0.0,0.66,0.31,0.39,0.3,0.68
go.csv,0.0,0.78,0.63,0.78,0.41,0.67,0.57,0.55,0.56,0.86,0.56,0.0,0.57,0.48,0.7,0.35,0.84
gstreamer.csv,0.33,0.45,0.55,0.58,0.48,0.58,0.32,0.53,0.35,0.45,0.48,0.33,0.36,0.0,0.52,0.3,0.77
metacosm.csv,0.09,0.18,0.12,0.36,0.05,0.24,0.15,0.12,0.18,0.23,0.2,0.33,0.07,0.1,0.11,0.25,0.0
pcsx2.csv,0.49,0.42,0.71,0.25,0.76,0.6,0.87,0.9,0.0,0.76,0.12,0.0,0.16,0.59,0.37,0.05,0.55
pgui.csv,0.22,0.12,0.08,0.16,0.17,0.27,0.0,0.0,0.26,0.32,0.13,0.0,0.27,0.23,0.26,0.2,0.29
qse.csv,0.16,0.34,0.29,0.48,0.22,0.25,0.0,0.17,0.34,0.48,0.19,0.0,0.18,0.17,0.37,0.15,0.55
rebecca-aiml.csv,0.64,0.1,0.22,0.54,0.15,0.41,0.36,0.38,0.42,0.0,0.28,0.0,0.48,0.48,0.43,0.55,0.23
skia.csv,0.18,0.26,0.12,0.19,0.48,0.23,0.11,0.21,0.23,0.07,0.41,0.0,0.09,0.18,0.0,0.55,0.23
vars-redux.csv,0.16,0.15,0.12,0.0,0.29,0.19,0.15,0.39,0.18,0.29,0.13,0.0,0.14,0.13,0.24,0.0,0.26
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,0.07,0.02,0.0,0.05,0.0
yale.csv,0.84,0.0,0.61,0.82,0.49,0.87,0.64,0.51,0.69,0.43,0.63,0.33,0.89,0.56,0.74,1.0,0.55
