,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.47,0.58,0.27,0.86,0.6,1.0,0.77,0.7,0.63,0.33,0.0,0.44,0.45,0.56,0.61,0.41,0.78
biopax.csv,0.89,0.85,0.71,0.98,0.95,0.85,0.97,0.85,0.93,0.61,1.0,0.85,0.79,0.84,0.87,1.0,0.96
ffigo.csv,0.68,0.66,0.43,0.78,0.9,0.47,0.86,0.87,0.97,0.76,0.0,0.55,1.0,0.71,0.61,0.51,0.7
freebios.csv,0.59,0.23,1.0,0.31,0.35,0.33,0.49,0.55,0.42,0.67,0.62,0.41,0.74,0.55,0.52,0.48,0.37
glelite.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0
gnupdate.csv,0.57,0.23,0.65,0.86,0.95,0.6,0.69,0.68,0.64,0.24,0.38,0.41,0.74,0.51,0.74,0.52,0.85
go.csv,1.0,0.85,0.55,0.96,0.6,0.67,0.8,0.85,0.84,0.48,0.12,0.62,0.68,0.72,0.61,0.7,0.78
gstreamer.csv,0.76,0.57,0.45,0.9,0.7,0.74,0.69,0.72,0.65,0.44,0.25,0.44,0.68,0.99,0.61,0.45,0.85
metacosm.csv,0.3,0.28,0.2,0.45,0.15,0.22,0.6,0.36,0.42,0.39,0.25,0.29,0.37,0.28,0.17,0.39,1.0
pcsx2.csv,0.86,0.67,0.49,0.57,0.9,0.79,1.0,0.96,1.0,0.46,0.0,0.33,0.38,0.81,0.39,0.56,0.7
pgui.csv,0.44,0.21,0.2,0.37,0.5,0.31,0.51,1.0,0.44,0.26,0.12,0.21,0.22,0.25,0.39,0.27,0.48
qse.csv,0.34,0.48,0.22,0.69,0.75,0.31,1.0,0.53,0.58,0.48,0.12,0.35,0.3,0.42,0.3,0.51,0.67
rebecca-aiml.csv,0.43,0.2,0.59,0.65,0.2,0.36,0.46,0.36,0.44,1.0,0.5,0.27,0.5,0.41,0.3,0.51,0.48
skia.csv,0.27,0.39,0.1,0.29,0.15,0.24,0.2,0.28,0.37,0.22,0.62,0.2,0.07,0.25,1.0,0.14,0.15
vars-redux.csv,0.52,0.33,0.16,1.0,0.25,0.44,0.46,0.6,0.51,0.2,0.0,0.17,0.37,0.42,0.22,0.34,0.56
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
yale.csv,0.61,1.0,0.65,0.47,0.5,0.74,0.34,0.47,0.55,0.81,1.0,0.5,0.57,0.36,0.61,0.45,0.44
