,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.0,36.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,16.0,97.0,0.0,0.0,3.0,1.0,0.0,0.0
biopax.csv,2.0,72.0,1.0,3.0,0.0,0.0,9.0,1.0,0.0,68.0,36.0,0.0,1.0,3.0,2.0,0.0,1.0
ffigo.csv,1.0,7.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,44.0,97.0,0.0,0.0,1.0,11.0,0.0,0.0
freebios.csv,2.0,74.0,0.0,2.0,2.0,1.0,5.0,3.0,0.0,3.0,28.0,0.0,2.0,3.0,5.0,0.0,5.0
glelite.csv,4.0,81.0,1.0,2.0,2.0,0.0,7.0,3.0,0.0,3.0,46.0,0.0,2.0,4.0,6.0,2.0,1.0
gnupdate.csv,4.0,18.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,7.0,18.0,0.0,2.0,1.0,3.0,2.0,0.0
go.csv,0.0,54.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,63.0,36.0,0.0,1.0,2.0,0.0,1.0,4.0
gstreamer.csv,1.0,48.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,39.0,27.0,0.0,0.0,0.0,9.0,1.0,1.0
metacosm.csv,1.0,12.0,0.0,14.0,3.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,1.0,3.0,1.0,0.0
pcsx2.csv,1.0,15.0,1.0,0.0,2.0,0.0,4.0,3.0,0.0,60.0,97.0,0.0,0.0,6.0,8.0,0.0,2.0
pgui.csv,1.0,24.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,34.0,7.0,0.0,1.0,7.0,0.0,1.0,2.0
qse.csv,2.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,3.0,2.0,4.0,2.0,4.0
rebecca-aiml.csv,3.0,21.0,0.0,1.0,10.0,4.0,6.0,3.0,4.0,0.0,19.0,0.0,0.0,1.0,3.0,1.0,4.0
skia.csv,1.0,4.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,4.0
vars-redux.csv,1.0,6.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,31.0,97.0,0.0,2.0,0.0,10.0,0.0,4.0
wxjs.csv,123.0,962.0,99.0,115.0,105.0,259.0,81.0,2.0,271.0,185.0,0.0,152.0,119.0,342.0,68.0,90.0,57.0
yale.csv,4.0,0.0,0.0,2.0,2.0,1.0,6.0,3.0,0.0,2.0,33.0,0.0,2.0,1.0,6.0,2.0,1.0
