,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.51,0.57,0.31,0.73,0.6,1.0,0.72,0.65,0.64,0.36,0.0,0.41,0.49,0.59,0.61,0.46,0.69
biopax.csv,0.53,0.53,0.42,0.36,0.42,0.63,0.63,0.52,0.65,0.26,0.38,0.0,0.61,0.68,0.63,0.99,0.24
ffigo.csv,0.63,0.62,0.46,0.67,0.13,0.49,0.69,0.65,0.13,0.58,0.0,0.57,1.0,0.64,0.45,0.55,0.67
freebios.csv,0.52,0.27,1.0,0.35,0.39,0.36,0.5,0.55,0.45,0.7,0.6,0.44,0.64,0.51,0.51,0.43,0.41
glelite.csv,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
gnupdate.csv,0.45,0.27,0.53,0.6,0.96,0.56,0.67,0.66,0.57,0.28,0.42,0.46,0.6,0.54,0.71,0.55,0.64
go.csv,1.0,0.54,0.5,0.57,0.6,0.56,0.68,0.72,0.71,0.32,0.14,0.67,0.61,0.67,0.51,0.69,0.44
gstreamer.csv,0.74,0.57,0.45,0.73,0.65,0.64,0.69,0.65,0.65,0.46,0.28,0.47,0.67,0.99,0.58,0.48,0.55
metacosm.csv,0.35,0.32,0.24,0.48,0.18,0.26,0.64,0.41,0.47,0.43,0.29,0.33,0.42,0.32,0.2,0.43,1.0
pcsx2.csv,0.76,0.65,0.43,0.6,0.58,0.66,0.43,0.35,1.0,0.39,0.0,0.38,0.43,0.68,0.42,0.61,0.63
pgui.csv,0.48,0.25,0.24,0.42,0.54,0.35,0.57,1.0,0.48,0.3,0.14,0.25,0.26,0.29,0.43,0.31,0.51
qse.csv,0.39,0.51,0.26,0.65,0.76,0.35,1.0,0.57,0.59,0.49,0.14,0.4,0.34,0.47,0.34,0.55,0.61
rebecca-aiml.csv,0.41,0.24,0.62,0.6,0.24,0.39,0.49,0.39,0.46,1.0,0.53,0.32,0.5,0.43,0.33,0.5,0.52
skia.csv,0.31,0.43,0.12,0.33,0.17,0.28,0.24,0.32,0.41,0.26,0.61,0.24,0.09,0.29,1.0,0.16,0.18
vars-redux.csv,0.56,0.38,0.19,1.0,0.29,0.48,0.51,0.6,0.55,0.23,0.0,0.2,0.42,0.47,0.26,0.39,0.59
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
yale.csv,0.39,1.0,0.57,0.36,0.5,0.38,0.34,0.47,0.48,0.75,0.75,0.53,0.31,0.37,0.48,0.0,0.44
