,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.57,0.62,0.81,0.57,0.58,0.0,0.48,0.58,0.49,0.79,1.01,0.87,0.59,0.5,0.54,0.59,0.56
biopax.csv,0.81,0.8,0.89,0.9,0.87,0.71,0.75,0.82,0.7,1.0,0.89,1.01,0.71,0.63,0.71,0.05,0.94
ffigo.csv,0.6,0.6,0.69,0.61,0.97,0.68,0.63,0.69,0.97,0.74,1.07,0.56,0.0,0.61,0.87,0.52,0.51
freebios.csv,0.76,0.83,0.0,0.77,0.72,0.81,0.67,0.62,0.71,0.36,0.6,0.67,0.65,0.76,0.72,0.87,0.69
glelite.csv,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
gnupdate.csv,0.87,0.77,0.77,0.75,0.05,0.68,0.5,0.53,0.7,0.79,0.71,0.59,0.71,0.58,0.47,0.57,0.69
go.csv,0.0,0.8,0.77,0.78,0.57,0.75,0.61,0.57,0.58,1.0,1.04,0.38,0.65,0.55,0.8,0.46,0.87
gstreamer.csv,0.41,0.62,0.78,0.59,0.56,0.63,0.45,0.6,0.5,0.72,0.89,0.65,0.48,0.01,0.65,0.63,0.79
metacosm.csv,0.7,0.74,0.8,0.66,0.85,0.81,0.43,0.65,0.6,0.65,0.78,0.78,0.64,0.72,0.83,0.66,0.0
pcsx2.csv,0.51,0.53,0.87,0.5,0.76,0.64,0.87,0.9,0.0,0.93,1.01,0.67,0.64,0.62,0.71,0.44,0.62
pgui.csv,0.6,0.8,0.8,0.65,0.53,0.74,0.49,0.0,0.62,0.81,0.89,0.79,0.82,0.79,0.66,0.76,0.59
qse.csv,0.68,0.62,0.83,0.57,0.33,0.73,0.0,0.5,0.54,0.7,0.9,0.65,0.72,0.6,0.79,0.52,0.64
rebecca-aiml.csv,0.86,0.81,0.46,0.64,0.81,0.76,0.65,0.74,0.7,0.0,0.57,0.73,0.69,0.76,0.82,0.74,0.57
skia.csv,0.76,0.66,0.91,0.74,0.97,0.79,0.81,0.75,0.67,0.78,0.56,0.8,0.94,0.77,0.0,1.02,0.88
vars-redux.csv,0.51,0.69,0.84,0.0,0.8,0.59,0.56,0.56,0.52,0.85,1.01,0.83,0.65,0.59,0.82,0.66,0.51
wxjs.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
yale.csv,0.93,0.0,0.7,0.98,0.7,0.9,0.92,0.74,0.82,0.47,0.63,0.6,0.99,0.85,0.84,1.14,0.78
