,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.85,0.55,0.54,0.85,0.59,0.53,0.54,0.68,0.51,0.53,0.8
google-gears.csv,0.74,0.8,0.87,0.94,0.66,0.68,0.6,0.41,0.8,0.64,0.48
grafx2.csv,0.74,0.3,0.68,0.7,0.69,0.52,0.57,0.68,0.61,0.49,0.59
kmess.csv,0.84,0.95,0.6,0.94,0.56,0.76,0.52,0.94,0.54,0.7,0.76
megameknet.csv,0.68,0.36,0.64,0.72,0.67,0.42,0.62,0.59,0.65,0.53,0.48
minig.csv,0.94,0.99,0.91,0.44,0.96,0.58,0.94,0.94,0.91,0.63,0.98
ns-3.csv,0.48,1.0,0.51,0.59,0.7,0.48,0.82,0.71,0.93,0.63,0.41
omseek.csv,0.88,0.88,0.86,0.71,0.34,0.67,0.72,0.8,0.57,0.53,0.89
quickfast.csv,0.76,0.78,0.57,0.55,0.9,0.63,0.92,0.66,0.85,0.52,0.34
sylpheed-claws.csv,1.0,1.0,0.43,0.7,1.0,0.75,1.0,1.0,1.0,0.63,1.0
xamj.csv,0.85,0.42,0.53,0.58,0.8,0.93,0.68,0.72,0.69,0.41,0.45
