,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.16,0.47,0.54,0.15,0.45,0.48,0.48,0.32,0.67,0.54,0.21
google-gears.csv,0.5,0.77,0.87,0.74,0.82,0.77,0.69,0.68,0.69,0.45,0.66
grafx2.csv,0.35,0.74,0.38,0.33,0.85,0.74,0.61,0.4,0.52,0.55,0.45
kmess.csv,0.2,0.05,0.46,0.07,0.52,0.25,0.75,0.06,0.51,0.37,0.26
megameknet.csv,0.4,0.67,0.41,0.33,0.79,0.67,0.62,0.62,0.72,0.53,0.6
minig.csv,0.8,0.63,0.35,0.7,0.61,0.59,0.69,0.7,0.1,0.84,0.34
ns-3.csv,0.71,0.93,0.7,0.41,0.33,0.57,0.81,0.42,0.08,0.39,0.7
omseek.csv,0.12,0.12,0.14,0.37,0.73,0.33,0.29,0.2,0.49,0.53,0.11
quickfast.csv,0.79,0.86,0.73,0.78,0.85,0.8,0.87,0.56,0.16,0.64,0.74
sylpheed-claws.csv,1.0,1.0,0.68,0.87,1.0,0.9,1.0,1.0,1.0,0.85,1.0
xamj.csv,0.81,0.6,0.64,0.43,0.82,0.97,0.68,0.64,0.34,0.64,0.7
