,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.89,0.4,0.56,0.93,0.66,0.67,0.47,0.64,0.43,0.53,0.79
google-gears.csv,0.56,0.56,0.47,0.41,0.49,0.54,0.39,0.51,0.51,0.69,0.43
grafx2.csv,0.59,0.34,0.47,0.8,0.45,0.52,0.38,0.51,0.46,0.58,0.5
kmess.csv,0.85,0.67,0.48,0.8,0.72,0.96,0.45,0.86,0.6,0.85,0.76
megameknet.csv,0.57,0.34,0.47,0.74,0.47,0.51,0.38,0.46,0.47,0.55,0.39
minig.csv,0.47,0.69,0.88,0.49,0.51,0.58,0.54,0.62,0.93,0.49,0.77
ns-3.csv,0.43,0.55,0.34,0.68,0.77,0.44,0.39,0.5,0.93,0.54,0.38
omseek.csv,0.96,0.8,0.95,0.63,0.68,0.85,0.66,0.88,0.49,0.61,0.83
quickfast.csv,0.44,0.53,0.34,0.37,0.45,0.49,0.42,0.48,0.82,0.44,0.33
sylpheed-claws.csv,0.4,0.53,0.45,0.34,0.43,0.47,0.41,0.46,0.42,0.39,0.38
xamj.csv,0.43,0.39,0.39,0.68,0.43,0.48,0.4,0.45,0.67,0.5,0.36
