,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,194.5,97.5,372.0,198.0
jajuk.csv,99.0,196.0,383.5,99.0
vapor.csv,198.0,393.5,372.0,292.0
zorannt.csv,486.5,184.0,189.0,297.0
