,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,unicase.csv,uwom.csv
gwanted.csv,0.63,0.2,0.31,0.04,0.1,0.21,0.16,0.89,0.18,0.05
ivatamasks.csv,0.89,0.46,0.62,0.98,0.54,0.36,0.43,0.57,0.46,0.55
orc.csv,0.05,0.02,0.94,0.07,0.46,0.86,0.26,0.32,0.29,0.02
plato.csv,0.32,0.75,0.62,0.87,0.67,1.0,0.89,0.79,0.9,0.7
rodin-b-sharp.csv,0.53,0.54,0.06,0.33,0.17,0.21,0.97,0.29,0.26,0.12
umber.csv,1.0,0.31,0.44,0.35,0.19,0.38,0.4,0.18,0.16,0.32
unicase.csv,0.37,0.88,0.69,0.74,0.35,0.57,0.89,0.86,0.99,0.84
uwom.csv,0.53,0.2,0.38,0.39,0.28,0.55,0.49,0.5,0.4,0.94
vienna-add-in.csv,0.95,0.93,0.75,0.95,1.0,0.69,0.77,0.79,0.71,0.75
wpdev.csv,1.0,1.0,1.0,1.0,1.0,0.88,1.0,1.0,1.0,0.99
