,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.6,0.52,0.5,0.81,0.6,0.84,1.0,0.83,0.76,0.67,0.63,0.38,0.41,0.74,0.33,0.58
arcallians.csv,0.62,0.45,0.36,0.29,0.3,1.0,0.93,0.27,0.61,0.33,0.12,0.26,0.59,0.54,0.49,0.8
arianne.csv,0.26,0.92,1.0,0.87,1.0,0.61,0.95,1.0,0.73,0.94,1.0,1.0,0.97,0.94,0.34,0.95
aztec.csv,0.23,0.49,0.09,0.09,0.52,0.22,0.45,0.53,0.33,0.56,0.43,0.4,0.09,0.31,0.01,0.12
bl-toolkit.csv,0.68,0.92,0.18,0.62,1.0,0.96,0.51,1.0,0.75,1.0,1.0,1.0,0.82,0.66,0.82,1.0
clamav.csv,0.34,0.35,0.23,0.51,0.6,0.56,0.45,0.61,0.3,0.19,0.52,0.41,0.17,0.53,0.57,0.17
gnupdate.csv,0.47,0.81,0.05,0.58,0.7,0.95,0.33,0.06,0.75,0.64,0.15,0.48,0.69,0.42,0.42,0.66
les-indemodables.csv,0.53,0.36,0.45,0.32,0.38,0.42,0.83,0.75,0.63,0.11,0.34,0.26,0.21,0.55,0.31,0.25
mbse.csv,0.52,0.52,0.05,0.68,0.78,0.88,0.39,0.3,0.69,0.69,0.47,0.59,0.59,0.5,0.57,0.25
ns-3-dev-def-routing.csv,0.41,0.32,0.55,0.19,0.4,0.3,0.66,0.98,0.52,0.33,0.7,0.61,0.46,0.35,0.12,0.68
openxava.csv,0.27,0.27,0.18,0.28,0.05,0.47,0.36,0.39,0.16,0.44,0.44,0.61,0.18,0.2,0.45,0.09
phonon-vlc-mplayer.csv,0.15,0.36,0.36,0.18,0.15,0.06,0.64,0.99,0.31,0.22,0.49,0.39,0.51,0.39,0.08,0.8
qgis.csv,0.4,0.24,0.45,0.52,0.15,0.06,0.94,0.0,0.57,0.06,0.0,0.0,0.6,0.44,0.39,0.54
vars-redux.csv,0.48,0.43,0.64,0.62,0.62,0.64,0.45,0.89,0.33,0.42,0.53,0.4,0.37,0.39,0.48,0.6
xapian.csv,0.47,0.4,0.95,0.36,0.55,0.8,0.86,0.99,0.9,0.22,0.74,0.42,0.29,0.88,0.24,0.78
yafdotnet.csv,0.51,0.42,0.18,0.29,0.45,0.49,0.36,0.01,0.72,0.08,0.07,0.15,0.29,0.39,0.14,0.2
