,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,7.0,0.0,3.0,17.0,0.0,26.0,33.0,0.0,3.0,8.0,7.0,0.0,0.0,1.0,5.0,1.0
arcallians.csv,10.0,0.0,0.0,9.0,0.0,46.0,32.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
arianne.csv,0.0,0.0,0.0,25.0,0.0,31.0,62.0,0.0,2.0,11.0,2.0,0.0,2.0,2.0,1.0,0.0
aztec.csv,0.0,0.0,0.0,1.0,0.0,9.0,45.0,3.0,5.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0
bl-toolkit.csv,0.0,0.0,0.0,24.0,0.0,47.0,42.0,0.0,1.0,13.0,2.0,0.0,4.0,2.0,1.0,0.0
clamav.csv,2.0,1.0,1.0,0.0,5.0,13.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0
gnupdate.csv,3.0,0.0,0.0,11.0,0.0,46.0,32.0,4.0,2.0,8.0,0.0,0.0,10.0,2.0,1.0,11.0
les-indemodables.csv,0.0,1.0,0.0,0.0,0.0,8.0,31.0,4.0,3.0,2.0,7.0,0.0,0.0,2.0,5.0,1.0
mbse.csv,4.0,0.0,0.0,9.0,0.0,78.0,36.0,2.0,9.0,9.0,0.0,0.0,5.0,2.0,0.0,7.0
ns-3-dev-def-routing.csv,0.0,0.0,5.0,9.0,0.0,17.0,32.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
openxava.csv,0.0,0.0,0.0,17.0,2.0,69.0,0.0,2.0,0.0,0.0,18.0,0.0,1.0,0.0,3.0,0.0
phonon-vlc-mplayer.csv,1.0,0.0,1.0,12.0,0.0,2.0,62.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
qgis.csv,0.0,0.0,0.0,23.0,0.0,17.0,33.0,262.0,3.0,1.0,105.0,259.0,2.0,1.0,3.0,0.0
vars-redux.csv,3.0,0.0,2.0,10.0,0.0,25.0,0.0,8.0,0.0,2.0,3.0,0.0,2.0,1.0,4.0,0.0
xapian.csv,0.0,0.0,0.0,25.0,0.0,89.0,92.0,0.0,2.0,5.0,2.0,0.0,2.0,2.0,1.0,0.0
yafdotnet.csv,3.0,3.0,0.0,0.0,3.0,6.0,28.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0,2.0
