,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.59,0.67,0.72,0.44,0.68,0.16,0.2,0.4,0.64,0.51,0.3,0.68,0.56,0.56,0.45,0.56
arcallians.csv,0.58,0.64,0.77,0.66,0.76,0.14,0.16,0.48,0.55,0.48,0.46,0.39,0.6,0.57,0.45,0.54
arianne.csv,0.71,0.65,0.82,0.44,0.68,0.2,0.17,0.4,0.62,0.52,0.32,0.77,0.58,0.55,0.44,0.53
aztec.csv,0.3,0.56,0.35,0.47,0.66,0.39,0.19,0.47,0.42,0.55,0.35,0.59,0.27,0.52,0.2,0.52
bl-toolkit.csv,0.59,0.51,0.84,0.28,0.69,0.13,0.23,0.4,0.55,0.53,0.3,0.77,0.58,0.4,0.28,0.52
clamav.csv,0.53,0.58,0.41,0.35,0.57,0.1,0.26,0.48,0.55,0.65,0.31,0.66,0.55,0.49,0.4,0.5
gnupdate.csv,0.56,0.56,0.27,0.42,0.64,0.13,0.16,0.19,0.62,0.38,0.65,0.58,0.57,0.43,0.17,0.5
les-indemodables.csv,0.55,0.56,0.6,0.44,0.6,0.17,0.19,0.44,0.53,0.29,0.37,0.39,0.54,0.51,0.44,0.62
mbse.csv,0.45,0.51,0.18,0.17,0.57,0.08,0.24,0.54,0.59,0.45,0.29,0.74,0.6,0.48,0.31,0.44
ns-3-dev-def-routing.csv,0.54,0.6,0.75,0.64,0.68,0.26,0.13,0.4,0.54,0.48,0.3,0.6,0.44,0.6,0.55,0.55
openxava.csv,0.48,0.48,0.34,0.06,0.04,0.07,0.34,0.4,0.24,0.5,0.19,0.59,0.41,0.35,0.43,0.41
phonon-vlc-mplayer.csv,0.52,0.59,0.78,0.71,0.55,0.09,0.18,0.4,0.7,0.44,0.43,0.56,0.62,0.61,0.43,0.55
qgis.csv,0.45,0.65,0.36,0.53,0.53,0.05,0.17,0.0,0.57,0.24,0.0,0.0,0.47,0.53,0.5,0.56
vars-redux.csv,0.6,0.6,0.68,0.49,0.67,0.16,0.29,0.38,0.71,0.65,0.31,0.61,0.57,0.54,0.38,0.62
xapian.csv,0.56,0.67,0.78,0.62,0.61,0.1,0.12,0.4,0.61,0.3,0.37,0.6,0.42,0.55,0.53,0.47
yafdotnet.csv,0.62,0.62,0.34,0.27,0.59,0.11,0.22,0.24,0.62,0.23,0.32,0.4,0.68,0.52,0.45,0.57
