,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.45,0.42,0.53,0.46,0.44,0.42,0.48,0.4,0.38,0.44,0.46,0.51,0.5,0.39,0.58,0.45
arcallians.csv,0.47,0.45,0.55,0.7,0.57,0.43,0.5,0.64,0.4,0.55,0.89,0.72,0.42,0.46,0.49,0.49
arianne.csv,0.48,0.42,0.42,0.5,0.48,0.55,0.48,0.36,0.37,0.4,0.46,0.38,0.35,0.4,0.61,0.49
aztec.csv,0.82,0.51,0.69,0.93,0.47,0.79,0.39,0.38,0.59,0.43,0.43,0.48,0.97,0.54,0.75,0.54
bl-toolkit.csv,0.43,0.49,0.47,0.72,0.48,0.44,0.37,0.36,0.4,0.39,0.47,0.38,0.36,0.62,0.51,0.49
clamav.csv,0.44,0.41,0.58,0.4,0.35,0.4,0.34,0.34,0.48,0.45,0.37,0.45,0.58,0.35,0.36,0.52
gnupdate.csv,0.51,0.44,0.89,0.54,0.48,0.44,0.5,0.95,0.37,0.52,0.66,0.56,0.41,0.6,0.67,0.49
les-indemodables.csv,0.48,0.43,0.58,0.49,0.45,0.46,0.54,0.38,0.44,0.88,0.42,0.64,0.59,0.38,0.43,0.5
mbse.csv,0.5,0.47,0.83,0.48,0.49,0.45,0.4,0.48,0.38,0.42,0.46,0.42,0.41,0.48,0.48,0.68
ns-3-dev-def-routing.csv,0.62,0.61,0.51,0.86,0.62,0.78,0.73,0.37,0.53,0.59,0.5,0.47,0.56,0.55,0.84,0.53
openxava.csv,0.55,0.52,0.6,0.56,0.67,0.42,0.41,0.44,0.89,0.39,0.39,0.41,0.69,0.63,0.41,0.65
phonon-vlc-mplayer.csv,0.73,0.54,0.49,0.83,0.56,0.95,0.44,0.36,0.42,0.69,0.53,0.5,0.42,0.52,0.88,0.5
qgis.csv,0.71,0.5,0.91,0.62,0.67,0.95,0.51,0.0,0.48,0.8,0.0,0.0,0.49,0.49,0.56,0.54
vars-redux.csv,0.45,0.43,0.4,0.48,0.38,0.4,0.36,0.38,0.41,0.41,0.38,0.41,0.45,0.41,0.45,0.53
xapian.csv,0.56,0.57,0.45,0.78,0.65,0.52,0.53,0.36,0.38,0.92,0.59,0.52,0.81,0.43,0.71,0.6
yafdotnet.csv,0.43,0.38,0.6,0.47,0.32,0.38,0.43,0.9,0.35,0.83,0.91,0.63,0.44,0.4,0.61,0.45
