,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.53,0.59,0.76,0.29,0.59,0.08,0.11,0.26,0.48,0.38,0.19,0.74,0.52,0.42,0.36,0.43
arcallians.csv,0.52,0.59,0.82,0.53,0.74,0.08,0.09,0.41,0.45,0.45,0.47,0.65,0.48,0.47,0.32,0.39
arianne.csv,0.72,0.49,0.69,0.29,0.52,0.11,0.09,0.25,0.47,0.36,0.19,0.63,0.42,0.39,0.35,0.37
aztec.csv,0.49,0.54,0.85,0.62,0.6,0.25,0.12,0.33,0.46,0.43,0.24,0.69,0.59,0.52,0.75,0.67
bl-toolkit.csv,0.51,0.41,0.91,0.21,0.52,0.07,0.14,0.25,0.43,0.36,0.18,0.63,0.44,0.33,0.18,0.36
clamav.csv,0.59,0.6,0.74,0.27,0.53,0.06,0.16,0.33,0.57,0.65,0.21,0.72,0.67,0.42,0.28,0.59
gnupdate.csv,0.55,0.46,0.89,0.31,0.55,0.07,0.1,0.42,0.47,0.3,0.55,0.65,0.45,0.41,0.14,0.39
les-indemodables.csv,0.52,0.58,0.72,0.38,0.62,0.1,0.11,0.29,0.44,0.5,0.28,0.64,0.62,0.43,0.36,0.6
mbse.csv,0.46,0.49,0.83,0.12,0.49,0.04,0.15,0.43,0.47,0.34,0.2,0.69,0.49,0.42,0.22,0.48
ns-3-dev-def-routing.csv,0.56,0.63,0.76,0.58,0.66,0.16,0.07,0.25,0.47,0.45,0.19,0.62,0.42,0.55,0.56,0.41
openxava.csv,0.59,0.59,0.73,0.07,0.33,0.04,0.21,0.31,0.42,0.43,0.14,0.61,0.56,0.47,0.31,0.65
phonon-vlc-mplayer.csv,0.73,0.6,0.82,0.63,0.76,0.1,0.11,0.25,0.64,0.5,0.29,0.68,0.52,0.54,0.56,0.4
qgis.csv,0.5,0.71,0.57,0.38,0.75,0.05,0.09,0.0,0.48,0.6,0.0,0.0,0.4,0.47,0.37,0.44
vars-redux.csv,0.57,0.58,0.7,0.34,0.58,0.09,0.18,0.24,0.64,0.53,0.21,0.7,0.54,0.49,0.28,0.47
xapian.csv,0.55,0.63,0.68,0.48,0.57,0.05,0.07,0.25,0.44,0.38,0.23,0.68,0.48,0.4,0.45,0.35
yafdotnet.csv,0.57,0.6,0.73,0.26,0.59,0.06,0.14,0.9,0.48,0.5,0.45,0.75,0.64,0.48,0.48,0.61
