,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.52,0.05,0.58,0.41,0.55,0.66,0.56,0.6,0.99,0.59,0.52,0.7,0.6,0.7,0.45,0.38,0.5,0.62
bscwweasel.csv,0.11,0.04,0.11,0.04,1.0,0.48,0.47,0.12,0.1,0.11,0.2,0.45,0.19,0.34,0.0,0.36,0.15,0.24
capcode.csv,0.22,0.01,0.32,0.29,0.4,0.06,0.86,0.2,0.16,0.11,0.25,0.24,0.4,0.14,0.49,0.26,0.46,0.21
dspace-gsoc.csv,0.29,0.34,0.29,0.3,0.71,0.22,0.44,0.17,0.16,0.13,1.0,0.58,0.23,0.33,0.07,0.42,0.22,0.34
emite.csv,0.3,0.2,0.5,0.25,0.23,0.72,0.45,0.53,0.42,0.55,0.35,0.62,0.62,0.56,0.98,0.7,0.34,0.53
fbmanager.csv,0.5,0.38,0.48,1.0,0.53,0.55,0.56,0.56,0.19,0.4,0.5,0.62,0.43,0.62,0.59,0.64,0.33,0.54
freenet.csv,0.57,0.38,0.63,0.54,0.62,0.67,0.48,0.98,0.35,0.51,0.42,0.65,0.65,0.26,0.54,0.59,0.3,0.47
geogebra.csv,0.16,0.04,0.43,0.28,0.25,0.38,0.42,0.48,0.1,0.66,0.32,0.43,0.46,0.35,0.32,0.93,0.12,0.31
megameknet.csv,0.56,0.54,0.62,0.15,0.29,0.58,0.34,0.54,0.45,0.43,0.51,0.42,0.92,0.58,0.16,0.65,0.41,0.48
ondex.csv,0.35,0.2,0.52,0.29,0.42,0.5,0.4,0.53,0.25,0.5,0.2,0.23,0.35,0.92,0.45,0.43,0.25,0.47
onotoa.csv,0.54,0.3,0.6,0.51,0.42,0.54,0.49,0.59,0.42,1.0,0.5,0.33,0.34,0.25,0.44,0.47,0.58,0.48
paintown.csv,0.97,0.2,0.47,0.59,0.64,0.66,0.59,0.51,0.5,0.48,0.5,0.85,0.7,0.62,0.33,0.62,0.62,0.67
powerfolder.csv,0.01,0.02,0.07,0.0,0.06,0.23,0.0,0.02,0.01,0.0,0.07,1.0,0.09,0.0,0.0,0.11,0.02,0.0
retromenu.csv,0.16,0.3,0.36,0.33,0.24,0.96,0.37,0.45,0.22,0.27,0.29,0.45,0.53,0.4,0.12,0.39,0.43,0.34
smbopensoft.csv,0.42,0.96,0.38,0.37,0.34,0.36,0.0,0.39,0.29,0.25,0.4,0.44,0.42,0.54,0.3,0.2,0.46,0.38
triplea.csv,0.67,0.42,1.0,0.66,0.66,0.74,0.52,0.64,0.51,0.5,0.57,0.74,0.63,0.61,0.44,0.67,0.36,0.65
tweetsharp.csv,0.54,0.2,0.5,0.42,0.54,0.62,0.64,0.53,0.57,0.44,0.64,0.56,0.63,0.61,0.57,0.57,0.96,0.57
xamj.csv,0.29,0.6,0.58,0.34,0.44,0.63,0.49,0.27,0.42,0.66,0.53,0.7,0.46,0.67,0.47,0.41,0.27,0.96
