,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.3,0.02,0.33,0.35,0.7,0.36,0.72,0.64,0.0,0.69,0.68,0.53,0.71,0.56,0.85,0.26,0.67,0.3
bscwweasel.csv,0.0,0.05,0.14,0.0,0.0,0.09,0.17,0.03,0.0,0.12,0.21,0.03,0.08,0.2,0.0,0.07,0.0,0.03
capcode.csv,0.26,0.02,0.62,0.52,0.09,0.02,0.0,0.19,0.15,0.25,0.32,0.05,0.67,0.13,0.25,0.29,0.47,0.06
dspace-gsoc.csv,0.18,0.9,0.29,0.32,0.26,0.24,0.46,0.04,0.18,0.12,0.0,0.48,0.14,0.45,0.18,0.21,0.2,0.27
emite.csv,0.04,0.15,0.29,0.03,0.23,0.51,0.34,0.49,0.41,0.44,0.53,0.25,0.61,0.4,0.0,0.38,0.47,0.32
fbmanager.csv,0.33,0.67,0.24,0.0,0.32,0.27,0.51,0.42,0.15,0.5,0.58,0.3,0.16,0.53,0.2,0.37,0.27,0.53
freenet.csv,0.58,0.78,0.71,0.39,0.72,0.67,0.82,0.0,0.46,0.56,0.84,0.73,0.53,0.93,0.57,0.62,0.33,0.84
geogebra.csv,0.12,0.0,0.43,0.29,0.93,0.84,0.85,0.79,0.1,0.5,0.32,0.85,0.09,0.13,0.9,0.01,0.13,0.91
megameknet.csv,0.68,0.25,0.57,0.06,0.18,0.4,0.58,0.3,0.67,0.5,0.42,0.45,0.01,0.63,0.32,0.47,0.07,0.24
ondex.csv,0.27,0.17,0.38,0.39,0.51,0.56,0.68,0.59,0.18,0.31,0.16,0.32,0.05,0.01,0.55,0.47,0.13,0.64
onotoa.csv,0.78,0.86,0.48,0.81,0.85,0.56,0.7,0.69,0.87,0.0,0.74,0.88,0.89,0.15,0.82,0.76,0.53,0.78
paintown.csv,0.0,0.07,0.33,0.26,0.51,0.62,0.68,0.35,0.44,0.62,0.37,0.46,0.37,0.58,0.18,0.28,0.53,0.42
powerfolder.csv,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.02,0.09,0.0,0.02,0.0,0.0
retromenu.csv,0.12,0.07,0.05,0.26,0.03,0.0,0.24,0.23,0.15,0.44,0.16,0.13,0.1,0.26,0.05,0.11,0.4,0.05
smbopensoft.csv,0.45,0.02,0.19,0.52,0.35,0.38,0.24,0.46,0.33,0.31,0.32,0.32,0.39,0.48,0.3,0.34,0.73,0.26
triplea.csv,0.52,0.85,0.0,0.48,0.61,0.53,0.73,0.63,0.44,0.62,0.37,0.44,0.29,0.5,0.45,0.37,0.47,0.54
tweetsharp.csv,0.71,0.95,0.76,0.23,0.75,0.36,0.45,0.63,0.74,0.75,0.37,0.8,0.5,0.68,0.65,0.72,0.0,0.71
xamj.csv,0.92,0.19,0.76,0.9,0.75,0.56,0.83,0.93,0.87,0.56,0.68,0.54,0.85,0.64,0.82,0.86,0.93,0.0
