,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.6,0.96,0.55,0.71,0.76,0.49,0.76,0.69,0.01,0.72,0.79,0.57,0.73,0.59,0.86,0.71,0.79,0.5
bscwweasel.csv,0.91,0.97,0.92,0.97,0.0,0.58,0.61,0.91,0.92,0.91,0.86,0.6,0.84,0.72,1.0,0.7,0.88,0.8
capcode.csv,0.85,0.99,0.93,0.9,0.66,0.95,0.17,0.85,0.89,0.94,0.84,0.8,0.88,0.89,0.6,0.84,0.72,0.83
dspace-gsoc.csv,0.77,0.91,0.8,0.8,0.4,0.85,0.75,0.86,0.89,0.9,0.0,0.62,0.82,0.83,0.95,0.66,0.83,0.75
emite.csv,0.74,0.84,0.6,0.79,0.83,0.55,0.67,0.68,0.74,0.62,0.85,0.47,0.67,0.6,0.03,0.47,0.83,0.59
fbmanager.csv,0.62,0.91,0.61,0.0,0.59,0.55,0.66,0.61,0.86,0.8,0.75,0.5,0.64,0.62,0.49,0.52,0.76,0.69
freenet.csv,0.68,0.95,0.73,0.61,0.73,0.67,0.83,0.02,0.82,0.73,0.9,0.73,0.6,0.94,0.71,0.69,0.81,0.85
geogebra.csv,0.88,0.97,0.73,0.82,0.96,0.95,0.88,0.84,0.92,0.57,0.79,0.87,0.6,0.71,0.95,0.08,0.91,0.92
megameknet.csv,0.76,0.55,0.65,0.88,0.77,0.59,0.88,0.58,0.83,0.78,0.65,0.75,0.1,0.71,0.93,0.56,0.65,0.61
ondex.csv,0.74,0.84,0.63,0.83,0.79,0.73,0.89,0.73,0.81,0.61,0.85,0.86,0.7,0.09,0.78,0.75,0.8,0.8
onotoa.csv,0.79,1.04,0.61,0.81,0.89,0.7,0.82,0.73,0.87,0.0,0.82,0.96,0.93,0.8,0.89,0.85,0.66,0.84
paintown.csv,0.04,0.83,0.65,0.51,0.59,0.65,0.72,0.63,0.67,0.79,0.64,0.46,0.46,0.65,0.73,0.48,0.63,0.52
powerfolder.csv,0.99,0.98,0.94,1.0,0.95,0.81,1.0,0.98,0.99,1.0,0.97,0.0,0.93,1.0,1.0,0.91,0.98,1.0
retromenu.csv,0.88,0.75,0.69,0.75,0.8,0.05,0.71,0.63,0.82,0.87,0.77,0.61,0.53,0.69,0.9,0.67,0.72,0.71
smbopensoft.csv,0.75,0.05,0.68,0.83,0.78,0.77,1.03,0.78,0.82,0.84,0.71,0.68,0.72,0.66,0.8,0.9,0.86,0.71
triplea.csv,0.58,0.88,0.0,0.57,0.64,0.55,0.8,0.66,0.67,0.78,0.58,0.48,0.49,0.62,0.73,0.49,0.81,0.61
tweetsharp.csv,0.78,0.96,0.82,0.66,0.79,0.52,0.56,0.74,0.77,0.87,0.52,0.8,0.6,0.71,0.73,0.76,0.05,0.75
xamj.csv,0.93,0.48,0.77,0.91,0.87,0.62,0.84,0.93,0.87,0.61,0.77,0.57,0.86,0.66,0.86,0.89,0.93,0.05
