,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.72,0.04,0.15,0.0,0.29,0.58,0.54,0.1,0.8,0.52,0.23,0.69,0.37
empserver.csv,0.62,0.86,0.4,0.22,0.79,0.68,0.49,0.29,0.29,0.03,0.46,0.55,0.41
emulemorph.csv,0.08,0.0,0.0,0.36,0.02,0.02,0.05,0.0,0.36,0.0,0.1,0.17,0.03
google-web-toolkit.csv,0.48,0.73,0.58,0.46,0.56,0.49,0.34,0.46,0.57,0.09,0.5,0.45,0.01
htmlunit.csv,0.12,0.88,0.1,0.17,0.08,0.0,0.18,0.13,0.11,0.36,0.26,0.52,0.23
jaxen.csv,0.02,0.05,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
jguard.csv,0.62,0.93,0.42,0.44,0.63,0.75,0.7,0.52,0.0,0.48,0.44,0.4,0.49
kowari.csv,0.12,0.0,0.03,0.01,0.02,0.07,0.01,0.0,0.0,0.06,0.0,0.0,0.01
maidsafe-dht.csv,0.08,0.04,0.0,0.07,0.02,0.02,0.07,0.12,0.05,0.06,0.05,0.07,0.04
mimosa.csv,0.68,0.99,0.6,0.41,0.67,0.72,0.59,0.49,0.39,0.3,0.53,0.0,0.47
vdsf.csv,0.85,0.0,0.85,0.81,0.95,0.97,0.89,0.98,1.0,1.0,0.91,0.98,0.94
xbrlapi.csv,0.0,0.86,0.7,0.3,0.65,0.55,0.7,0.56,0.32,1.0,0.6,0.33,0.48
