,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.0,23.0,5.0,0.0,131.0,21.0,86.0,109.0,2.0,1.0,3.0,1.0,2.0
empserver.csv,2.0,4.0,15.0,7.0,289.0,13.0,38.0,7.0,2.0,0.0,1.0,0.0,0.0
emulemorph.csv,81.0,1261.0,73.0,31.0,490.0,2.0,86.0,0.0,2.0,68.0,84.0,6.0,1.0
google-web-toolkit.csv,3.0,292.0,6.0,14.0,177.0,4.0,23.0,109.0,2.0,1.0,2.0,5.0,0.0
htmlunit.csv,0.0,295.0,2.0,0.0,490.0,0.0,9.0,14.0,1.0,1.0,6.0,9.0,1.0
jaxen.csv,0.0,8.0,73.0,1.0,490.0,0.0,0.0,109.0,85.0,68.0,0.0,0.0,0.0
jguard.csv,0.0,5.0,4.0,3.0,212.0,14.0,51.0,2.0,0.0,0.0,6.0,0.0,0.0
kowari.csv,1.0,1.0,73.0,0.0,490.0,4.0,86.0,109.0,85.0,1.0,0.0,79.0,0.0
maidsafe-dht.csv,2.0,5.0,0.0,6.0,490.0,0.0,2.0,5.0,2.0,0.0,84.0,79.0,2.0
mimosa.csv,1.0,5.0,1.0,2.0,217.0,18.0,39.0,1.0,3.0,1.0,0.0,0.0,1.0
vdsf.csv,0.0,0.0,7.0,21.0,364.0,27.0,66.0,3.0,2.0,1.0,8.0,1.0,4.0
xbrlapi.csv,0.0,5.0,20.0,1.0,490.0,12.0,54.0,25.0,4.0,1.0,44.0,3.0,1.0
