,xbrlapi.csv,vdsf.csv,maidsafe-dht.csv,dvt.csv,gotjava.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jguard.csv,empserver.csv,kowari.csv,mimosa.csv,google-web-toolkit.csv
dvt.csv,0.49,0.07,0.09,0.94,0.92,0.32,0.0,0.0,0.49,0.45,0.17,0.41,0.35
empserver.csv,0.55,0.42,0.32,0.4,0.57,0.59,0.23,0.2,0.44,0.99,0.56,0.64,0.48
emulemorph.csv,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.72,0.31,0.0,0.0,0.04,0.02
google-web-toolkit.csv,0.34,0.37,0.43,0.47,0.8,0.56,0.43,0.0,0.62,0.23,0.65,0.51,1.0
htmlunit.csv,0.28,0.37,0.17,0.12,0.0,0.99,0.63,0.2,0.2,0.28,0.47,0.34,0.32
jaxen.csv,0.02,0.09,0.0,0.06,0.0,0.1,1.0,0.0,0.0,0.0,0.17,0.06,0.04
jguard.csv,0.59,0.27,0.32,0.74,0.75,0.57,0.6,0.5,0.98,0.71,0.67,0.74,0.51
kowari.csv,0.15,0.04,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.1,1.0,0.0,0.05
maidsafe-dht.csv,0.02,0.07,1.0,0.09,0.0,0.11,0.45,0.38,0.12,0.04,0.0,0.0,0.07
mimosa.csv,0.51,0.05,0.57,0.75,0.71,0.58,0.67,0.63,0.58,0.53,0.74,1.0,0.55
vdsf.csv,0.46,0.88,0.43,0.52,0.21,0.13,0.35,0.09,0.0,0.0,0.32,0.09,0.24
xbrlapi.csv,0.96,0.44,0.29,0.37,0.0,0.58,0.21,0.35,0.34,0.0,0.16,0.72,0.45
