,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.52,0.62,0.29,0.62,0.92,0.5
encog-java.csv,0.8,0.17,0.6,0.07,0.0,0.05
h2database.csv,0.09,0.94,0.06,0.18,0.08,0.41
jaql.csv,0.77,0.62,0.46,0.98,0.58,0.49
raven-monitoring.csv,0.8,0.32,0.94,0.34,0.5,0.38
v8.csv,0.5,0.83,0.97,0.89,0.93,1.0
