,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.55,0.52,0.73,0.51,0.67,0.61
encog-java.csv,0.97,0.97,0.59,0.88,0.0,0.9
h2database.csv,0.97,0.98,0.89,0.97,0.92,0.6
jaql.csv,0.44,0.49,0.53,0.57,0.59,0.46
raven-monitoring.csv,0.54,0.59,0.65,0.65,0.72,0.7
v8.csv,0.58,0.41,0.36,0.38,0.6,0.44
