,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,v8.csv
bochs.csv,0.39,0.43,0.23,0.36,0.02,0.69
encog-java.csv,0.0,0.06,0.54,0.01,0.0,0.0
h2database.csv,0.09,0.0,0.13,0.09,0.04,0.38
jaql.csv,0.42,0.41,0.52,0.0,0.74,0.31
raven-monitoring.csv,0.54,0.47,0.02,0.29,0.69,0.46
v8.csv,0.52,0.75,1.0,0.85,0.89,0.0
