,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.94,0.94,0.85,0.85,0.91,0.69,1.0,0.74,0.95,0.82,0.0,0.94,0.91,0.94,0.78,0.82,0.67,0.98,1.0,0.95
badtrinity-zero.csv,0.89,0.93,0.39,0.06,0.72,0.93,0.69,0.62,0.53,0.55,0.61,0.8,0.55,0.98,0.58,0.65,0.55,0.91,0.44,0.49
boost.csv,0.85,0.77,0.93,0.76,0.81,0.83,0.88,0.85,0.8,0.88,0.9,0.03,0.82,0.87,0.89,0.85,0.51,0.96,0.82,0.78
critterding.csv,0.84,0.03,0.81,0.63,0.6,0.7,0.66,0.59,0.72,0.53,0.78,0.63,0.66,0.72,0.66,0.62,0.55,0.72,0.62,0.6
enzo.csv,0.85,0.79,0.51,0.76,0.63,0.79,0.78,0.78,0.95,0.92,0.76,0.97,0.86,0.6,0.76,0.88,0.82,0.04,0.95,0.75
etics.csv,0.92,0.72,0.0,0.62,0.75,0.86,0.67,0.69,0.97,0.63,0.66,0.73,1.01,0.65,0.62,0.8,0.74,0.7,0.48,0.63
fmri-dmt.csv,0.85,0.88,0.85,0.87,0.92,0.94,0.81,0.89,1.05,0.95,0.71,0.93,0.91,0.9,0.91,0.84,1.0,0.93,0.17,0.97
genecys.csv,0.72,0.74,0.53,0.68,0.73,0.74,0.75,0.81,0.0,0.6,0.81,0.91,0.92,0.56,0.78,0.77,0.82,0.53,0.81,0.6
gusanos.csv,0.72,0.66,0.73,0.67,0.57,0.63,0.78,0.63,0.68,0.78,0.69,0.83,0.6,0.04,0.78,0.72,0.58,0.81,0.85,0.65
kftpgrabber.csv,0.83,0.73,0.49,0.76,0.78,0.57,0.63,0.73,0.84,0.57,0.59,0.82,0.78,0.64,0.69,0.64,0.03,0.98,0.74,0.79
kvs.csv,0.68,0.71,0.56,0.77,0.87,0.71,0.15,0.69,0.94,0.72,0.68,0.8,0.89,0.72,0.65,0.69,0.68,1.0,0.71,0.8
mcore3d.csv,0.74,0.81,0.57,0.7,0.04,0.54,0.5,0.63,0.89,0.74,0.65,0.67,0.62,0.56,0.84,0.86,0.62,0.41,0.8,0.69
modplug.csv,0.72,0.82,0.54,0.72,0.58,0.82,0.71,0.51,1.0,0.59,0.58,0.79,0.75,0.54,0.75,0.05,0.46,0.91,0.61,0.47
monetdb.csv,0.7,0.75,0.56,0.65,0.74,0.59,0.83,0.62,0.67,0.02,0.7,0.73,0.82,0.62,0.59,0.54,0.45,0.85,0.7,0.66
ogrehg.csv,0.64,0.61,0.48,0.56,0.63,0.57,0.77,0.01,0.55,0.67,0.63,0.66,0.78,0.69,0.49,0.69,0.64,0.76,0.84,0.59
passwordsafe.csv,0.69,0.94,0.47,0.64,0.59,0.7,0.59,0.57,0.71,0.44,0.61,0.63,0.72,0.56,0.63,0.38,0.46,0.56,0.59,0.07
projecteqemu.csv,0.72,0.78,0.48,0.71,0.81,0.65,0.9,0.7,0.66,0.75,0.68,0.78,0.93,0.76,0.03,0.62,0.68,0.76,0.68,0.62
quarkplayer.csv,0.86,0.83,0.72,0.97,0.89,0.84,0.66,0.8,0.84,0.93,0.84,0.97,0.0,0.86,0.94,0.88,0.93,0.81,1.0,0.84
reactos-mirror.csv,0.03,0.68,0.86,0.76,0.59,0.69,0.48,0.63,0.68,0.61,0.66,0.57,0.73,0.58,0.61,0.48,0.56,0.65,0.86,0.64
xbplayer.csv,0.83,0.59,0.62,0.74,0.83,0.05,0.95,0.76,0.84,0.83,0.75,0.71,1.02,0.62,0.73,0.74,0.55,0.95,0.84,0.72
