,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.11,0.11,0.21,0.26,0.17,0.38,0.0,0.36,0.09,0.26,1.0,0.11,0.07,0.11,0.36,0.31,0.48,0.04,0.0,0.09
badtrinity-zero.csv,0.18,0.14,0.56,0.97,0.48,0.13,0.31,0.5,0.8,0.51,0.17,0.29,0.18,0.05,0.54,0.54,0.5,0.16,0.29,0.58
boost.csv,0.51,0.58,0.4,0.63,0.75,0.45,0.3,0.52,0.84,0.49,0.15,0.98,0.13,0.77,0.61,0.76,0.57,0.86,0.12,0.51
critterding.csv,0.25,0.99,0.25,0.52,0.62,0.44,0.4,0.5,0.8,0.51,0.11,0.46,0.14,0.55,0.58,0.54,0.5,0.45,0.19,0.48
enzo.csv,0.56,0.62,0.52,0.66,0.77,0.48,0.39,0.54,0.75,0.5,0.17,0.46,0.1,0.83,0.55,0.81,0.53,0.99,0.17,0.54
etics.csv,0.13,0.41,1.0,0.51,0.39,0.23,0.32,0.41,0.06,0.45,0.16,0.37,0.0,0.52,0.51,0.48,0.33,0.77,0.26,0.47
fmri-dmt.csv,0.25,0.23,0.27,0.3,0.19,0.13,0.21,0.19,0.19,0.11,0.16,0.2,0.08,0.22,0.19,0.31,0.0,0.52,0.91,0.16
genecys.csv,0.56,0.56,0.47,0.64,0.74,0.52,0.28,0.57,1.0,0.56,0.15,0.55,0.13,0.79,0.59,0.7,0.53,0.82,0.17,0.53
gusanos.csv,0.49,0.59,0.34,0.52,0.68,0.52,0.28,0.48,0.62,0.33,0.14,0.43,0.15,0.99,0.35,0.6,0.57,0.32,0.1,0.48
kftpgrabber.csv,0.51,0.39,0.52,0.37,0.38,0.48,0.37,0.38,0.32,0.51,0.37,0.27,0.1,0.53,0.43,0.53,0.98,0.04,0.14,0.3
kvs.csv,0.51,0.41,0.48,0.35,0.23,0.36,0.89,0.41,0.12,0.36,0.22,0.3,0.06,0.49,0.48,0.47,0.42,0.87,0.17,0.3
mcore3d.csv,0.38,0.33,0.41,0.51,0.98,0.51,0.44,0.47,0.91,0.49,0.16,0.51,0.15,0.67,0.32,0.56,0.51,0.76,0.15,0.45
modplug.csv,0.57,0.57,0.43,0.43,0.67,0.48,0.29,0.58,0.92,0.57,0.2,0.49,0.14,0.81,0.62,0.97,0.6,0.71,0.24,0.6
monetdb.csv,0.45,0.47,0.48,0.48,0.45,0.51,0.2,0.47,0.64,0.99,0.14,0.36,0.08,0.73,0.52,0.62,0.58,0.38,0.18,0.43
ogrehg.csv,0.48,0.52,0.54,0.57,0.54,0.49,0.26,0.99,0.78,0.4,0.2,0.45,0.1,0.47,0.65,0.56,0.43,0.49,0.17,0.49
passwordsafe.csv,0.49,0.56,0.5,0.53,0.66,0.55,0.39,0.53,0.82,0.59,0.17,0.5,0.12,0.84,0.68,0.76,0.6,0.6,0.2,0.95
projecteqemu.csv,0.38,0.33,0.54,0.42,0.32,0.42,0.16,0.42,0.59,0.36,0.22,0.34,0.05,0.39,0.99,0.54,0.41,0.54,0.27,0.52
quarkplayer.csv,0.26,0.29,0.32,0.05,0.22,0.23,0.33,0.3,0.32,0.18,0.09,0.06,1.0,0.26,0.17,0.4,0.11,0.32,0.0,0.26
reactos-mirror.csv,0.98,0.53,0.39,0.59,0.65,0.42,0.45,0.51,0.72,0.44,0.16,0.56,0.11,0.67,0.64,0.73,0.59,0.53,0.14,0.47
xbplayer.csv,0.26,0.52,0.5,0.39,0.29,0.96,0.07,0.34,0.32,0.26,0.24,0.39,0.0,0.54,0.39,0.41,0.53,0.09,0.14,0.41
