,rhex.csv,wgs-assembler.csv,etics.csv,pcgen.csv,aime.csv,lockss.csv,stuproa-cims.csv,personalaccess.csv,uclmda.csv,pydev.csv,elateportal.csv
aime.csv,259.5,99.0,96.5,195.5,404.5,197.5,97.5,98.5,1.5,295.5,5.5
elateportal.csv,280.5,379.0,185.0,292.5,197.5,345.0,294.0,89.5,197.5,579.0,89.5
etics.csv,165.0,257.5,96.5,90.5,814.0,122.0,193.0,193.0,99.0,179.0,91.5
lockss.csv,445.5,99.0,96.5,195.5,865.0,264.5,491.5,99.0,98.5,295.5,89.5
pcgen.csv,756.0,99.0,96.5,380.5,296.5,264.5,395.0,96.5,198.0,295.5,383.5
personalaccess.csv,163.0,91.5,96.5,294.0,92.5,720.0,388.0,291.5,98.5,295.5,91.5
pydev.csv,540.0,99.0,96.5,195.5,484.0,772.5,296.0,99.0,99.0,190.0,91.5
rhex.csv,474.5,190.0,0.0,195.0,323.0,296.5,115.5,194.0,98.5,295.5,376.5
stuproa-cims.csv,78.5,93.5,96.5,96.5,953.5,435.5,188.0,95.5,98.5,385.0,186.0
uclmda.csv,91.5,68.5,142.0,191.0,563.0,14.5,379.5,76.5,99.0,155.0,109.0
wgs-assembler.csv,899.0,187.0,96.5,391.5,666.0,296.5,98.5,98.5,98.5,295.5,84.5
