,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.49,0.58,0.86,0.79,0.92,0.82,0.65,1.0
fceugc.csv,0.64,0.8,0.42,0.61,0.64,0.64,0.71,0.5
ftm.csv,0.74,0.65,0.65,0.81,0.56,0.68,0.45,0.48
google-gears.csv,0.61,0.38,0.84,0.68,0.59,0.46,0.77,0.89
jaolt.csv,0.95,0.53,0.55,0.52,0.61,0.64,0.66,0.95
jcache.csv,0.8,0.43,0.65,0.66,0.73,0.95,0.79,0.16
kmess.csv,1.0,0.73,0.6,0.89,0.55,0.92,0.59,0.34
xmemcached.csv,1.0,0.27,0.86,0.67,0.89,0.97,0.85,0.88
