,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.5,0.44,0.21,0.39,0.15,0.3,0.6,0.0
fceugc.csv,0.47,0.32,0.61,0.62,0.58,0.59,0.57,0.64
ftm.csv,0.3,0.47,0.43,0.31,0.6,0.49,0.67,0.65
google-gears.csv,0.43,0.59,0.24,0.73,0.7,0.75,0.56,0.53
jaolt.csv,0.08,0.47,0.54,0.72,0.62,0.54,0.63,0.61
jcache.csv,0.45,0.56,0.51,0.56,0.74,0.8,0.33,0.89
kmess.csv,0.0,0.32,0.48,0.19,0.72,0.14,0.6,0.75
xmemcached.csv,0.4,0.69,0.41,0.62,0.64,0.84,0.27,0.56
