,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.64,0.71,0.76,0.89,0.95,0.78,0.47,0.77,0.28,0.75,0.68,0.8,0.33,0.49,0.64,0.58,0.67
amygdala.csv,0.56,0.84,0.71,0.64,0.66,0.64,0.48,0.88,0.84,0.88,0.65,0.49,0.78,0.49,0.9,0.57,0.78
awemud.csv,0.51,0.34,0.73,0.96,0.53,0.81,0.53,0.67,0.69,1.0,0.8,0.53,0.41,0.53,0.67,0.65,0.67
bullet.csv,0.64,0.72,0.95,0.45,0.85,0.47,0.57,0.74,1.0,1.04,0.96,0.68,0.7,0.98,0.85,0.83,0.63
customwars.csv,0.48,0.6,0.82,0.8,0.7,0.67,0.57,0.85,0.23,1.0,0.62,0.75,0.35,0.48,0.58,0.79,0.52
dvd-create.csv,0.61,0.75,0.73,1.06,0.21,0.42,0.85,0.68,0.63,0.92,0.91,0.42,0.9,0.74,0.79,0.91,0.57
gbif-indexingtoolkit.csv,0.78,0.9,0.71,0.83,0.93,0.87,0.8,0.51,0.83,1.0,0.58,0.85,0.99,0.72,0.83,0.97,0.81
go.csv,0.59,0.38,0.63,1.02,0.66,0.57,0.62,0.79,0.54,0.92,0.91,0.62,0.49,0.57,0.88,0.52,0.61
growl-for-windows.csv,0.39,1.0,0.68,1.0,0.99,0.93,0.58,0.75,1.0,1.0,0.96,0.59,1.0,0.63,0.65,0.33,0.82
kwave.csv,0.58,1.0,0.43,1.0,1.0,0.63,0.77,0.77,0.69,1.0,0.82,0.73,0.83,0.72,0.65,0.94,1.0
libarchive.csv,0.6,0.5,0.66,0.89,0.62,0.66,0.69,0.88,0.51,0.64,0.77,0.59,0.44,0.81,0.82,0.51,0.41
linux-ntfs.csv,0.77,0.83,0.7,0.34,0.6,0.56,0.67,0.62,1.0,0.8,0.64,0.68,0.83,0.79,0.41,0.92,0.53
lsb.csv,0.52,0.78,0.95,0.26,0.84,0.59,0.63,0.61,0.3,1.0,0.91,0.87,0.48,0.65,0.58,0.68,0.54
mpgravity.csv,0.8,0.49,0.79,0.93,0.68,0.69,0.9,0.94,1.0,0.22,1.0,0.83,1.0,0.8,0.9,0.89,0.84
qcad2.csv,0.56,0.59,0.6,0.66,0.7,0.56,0.38,0.67,0.22,0.4,0.76,0.74,0.37,0.71,0.67,0.59,0.49
qtwin.csv,0.93,1.0,1.0,1.0,1.0,0.97,0.92,0.7,0.09,0.84,0.78,0.92,0.86,0.63,0.69,0.95,1.0
roller.csv,0.67,0.43,0.94,1.0,0.75,0.97,0.94,0.78,0.87,0.49,0.89,0.94,0.88,0.36,0.97,0.55,0.96
