,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.37,0.29,0.25,0.11,0.05,0.25,0.71,0.27,1.0,0.25,0.35,0.21,0.77,0.53,0.58,0.44,0.35
amygdala.csv,0.6,0.16,0.5,0.38,0.36,0.52,0.69,0.73,0.33,0.92,0.53,0.71,0.28,0.81,0.58,0.44,0.22
awemud.csv,0.68,0.75,0.31,0.18,0.5,0.19,0.75,0.64,0.33,0.0,0.82,0.58,0.65,0.72,0.62,0.42,0.35
bullet.csv,0.78,0.42,0.5,0.56,0.16,0.67,0.58,0.36,0.0,0.0,0.18,0.84,0.43,0.16,0.15,0.39,0.41
customwars.csv,0.6,0.41,0.25,0.2,0.31,0.45,0.48,0.27,1.0,0.0,0.47,0.26,0.72,0.56,0.46,0.22,0.49
dvd-create.csv,0.54,0.85,0.44,0.58,0.82,0.66,0.92,0.82,0.67,0.08,0.94,0.76,0.5,0.85,1.0,0.53,0.69
gbif-indexingtoolkit.csv,0.37,0.11,0.31,0.76,0.07,0.15,0.25,0.55,0.33,0.0,0.53,0.16,0.03,0.35,0.19,0.03,0.29
go.csv,0.76,0.71,0.44,0.33,0.43,0.48,0.92,0.73,0.83,0.08,0.94,0.76,0.82,0.8,0.85,0.72,0.69
growl-for-windows.csv,0.67,0.0,0.38,0.0,0.01,0.07,0.79,0.64,0.0,0.0,1.0,0.76,0.0,0.4,0.38,0.69,0.18
kwave.csv,0.87,1.0,0.62,1.0,1.0,0.66,0.94,0.73,1.0,0.0,0.76,0.68,0.96,0.88,0.73,0.56,1.0
libarchive.csv,0.63,0.73,0.44,0.11,0.42,0.76,0.98,0.73,0.83,0.75,0.88,0.66,0.87,0.91,0.81,0.75,0.69
linux-ntfs.csv,0.38,0.66,0.69,0.78,0.68,0.79,0.4,0.64,0.0,0.67,0.71,0.55,0.64,0.57,0.77,0.61,0.63
lsb.csv,0.67,0.56,0.5,0.76,0.89,0.66,0.42,0.45,0.83,0.0,0.88,0.74,0.53,0.47,0.73,0.69,0.63
mpgravity.csv,0.92,0.75,0.5,0.91,0.86,0.81,0.96,1.0,0.0,0.83,1.0,0.97,0.0,0.99,0.92,0.94,0.96
qcad2.csv,0.55,0.43,0.44,0.51,0.3,0.49,0.77,0.64,1.0,0.67,0.59,0.32,0.7,0.63,0.85,0.69,0.65
qtwin.csv,0.08,0.0,0.0,0.0,0.0,0.04,0.08,0.45,1.0,0.17,0.29,0.08,0.14,0.4,0.35,0.06,0.0
roller.csv,0.91,0.7,0.75,0.36,0.8,0.82,0.94,0.55,1.0,0.67,1.0,0.97,0.96,0.75,0.96,0.78,0.96
