,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv,factor.csv
factor.csv,0.18,0.35,0.15,0.08,0.27,0.45,0.18,0.0,0.22,0.04,0.94
fceugc.csv,0.31,0.62,0.3,0.64,0.67,0.61,0.71,0.42,0.28,0.26,0.72
flexpay.csv,0.21,0.39,0.34,0.13,0.0,0.56,0.56,0.52,0.14,0.47,0.08
jstock.csv,0.18,0.56,0.28,0.3,0.48,0.45,0.55,0.69,0.2,0.36,0.58
keyczar.csv,0.13,0.33,0.18,0.06,0.17,0.17,0.26,0.21,0.31,0.8,0.24
modellus.csv,0.19,0.65,0.31,0.47,0.61,0.78,0.77,0.38,0.31,0.3,0.17
open-data-kit.csv,0.29,0.65,0.27,0.51,0.54,0.67,0.75,0.55,0.26,0.51,0.83
phet.csv,0.51,0.49,0.11,0.24,0.23,0.28,0.53,0.31,0.23,0.87,0.52
qtractor.csv,0.18,0.72,0.31,0.54,0.6,0.71,0.7,0.52,0.27,0.04,0.54
sumatrapdf.csv,0.36,0.74,0.3,0.53,0.74,0.7,0.79,0.5,0.35,0.71,0.82
synergyspace.csv,0.27,0.43,0.25,0.14,0.61,0.56,0.46,0.27,0.53,0.46,0.04
