,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv,factor.csv
factor.csv,1.0,0.0,3.0,2.0,0.0,1.0,0.0,55.0,5.0,0.0,0.0
fceugc.csv,2.0,0.0,3.0,1.0,0.0,4.0,1.0,1.0,7.0,1.0,1.0
flexpay.csv,3.0,3.0,1.0,1.0,85.0,1.0,0.0,0.0,17.0,2.0,4.0
jstock.csv,0.0,4.0,27.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0
keyczar.csv,2.0,3.0,0.0,2.0,10.0,0.0,0.0,8.0,1.0,0.0,0.0
modellus.csv,5.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
open-data-kit.csv,3.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0
phet.csv,3.0,3.0,3.0,0.0,3.0,2.0,5.0,4.0,1.0,3.0,0.0
qtractor.csv,6.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0
sumatrapdf.csv,5.0,0.0,2.0,3.0,0.0,0.0,4.0,4.0,1.0,3.0,0.0
synergyspace.csv,7.0,3.0,1.0,2.0,0.0,3.0,1.0,8.0,0.0,1.0,5.0
