,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,88.5,85.5,97.5,292.0,98.5,98.5,95.5,97.5,530.0,381.0,358.0,518.5,96.5,1884.5,1236.0,196.5,198.0,99.0,2092.5
autofac.csv,99.0,98.5,97.5,95.5,98.5,98.5,98.5,196.0,92.5,1050.0,1779.5,394.0,98.5,1064.5,96.5,97.5,197.5,99.0,1431.5
avisynth2.csv,97.5,98.5,97.5,193.0,37.5,78.5,95.5,94.5,12.5,249.5,157.0,394.0,155.0,240.5,0.0,97.5,98.5,95.5,115.0
azureus.csv,98.5,95.5,97.5,292.0,98.5,98.5,98.5,196.0,97.5,660.5,257.5,196.0,98.5,1214.5,96.5,196.5,198.0,99.0,1603.0
dsworkbench.csv,94.5,89.5,97.5,69.5,190.0,96.5,30.5,78.5,22.5,230.5,83.5,96.5,98.5,891.5,47.5,97.5,99.0,98.5,0.0
forester-atv.csv,99.0,98.5,192.0,292.0,85.5,94.5,151.0,59.5,97.5,89.5,441.5,390.5,98.5,941.5,47.5,89.5,98.5,98.5,0.0
freelords.csv,99.0,98.5,97.5,292.0,98.5,98.5,95.5,196.0,97.5,566.0,376.0,295.0,98.5,984.0,96.5,97.5,198.0,99.0,628.0
gabel.csv,55.5,98.5,97.5,85.5,98.5,98.5,98.5,97.5,94.5,594.5,83.5,196.5,98.5,985.0,96.5,97.5,97.5,95.5,1714.0
geotools.csv,98.5,98.5,97.5,292.0,98.5,98.5,95.5,196.0,94.5,759.5,361.0,394.0,98.5,839.5,96.5,97.5,197.5,99.0,1845.5
google-collections.csv,98.5,98.5,97.5,292.0,98.5,98.5,98.5,196.0,97.5,759.5,376.0,394.0,98.5,1983.0,96.5,196.5,198.0,99.0,2505.0
jpaul.csv,96.5,78.5,97.5,74.5,0.0,98.5,98.5,193.0,45.5,556.0,185.0,97.5,98.5,317.0,96.5,97.5,197.5,95.5,970.0
mycila.csv,99.0,85.5,97.5,292.0,98.5,98.5,856.0,97.5,97.5,759.5,170.0,291.5,98.5,1071.5,96.5,193.5,99.0,99.0,1378.0
neodatis-odb.csv,99.0,98.5,192.0,420.0,96.5,86.5,95.5,196.0,97.5,570.5,265.5,386.0,94.5,1064.5,96.5,74.5,98.5,98.5,11.5
octet.csv,98.5,95.5,97.5,551.5,87.5,96.5,95.5,95.5,97.5,475.5,188.0,585.0,96.5,1741.5,96.5,196.5,198.0,99.0,1383.5
pokenetonline.csv,98.5,98.5,97.5,292.0,98.5,98.5,95.5,196.0,97.5,660.5,262.5,196.5,98.5,1559.5,96.5,196.5,198.0,99.0,1390.0
rcp-company-uibindings.csv,98.5,98.5,97.5,193.0,98.5,98.5,95.5,194.0,97.5,453.5,188.0,97.5,92.5,864.5,96.5,97.5,198.0,99.0,999.5
scenemonitor.csv,83.5,98.5,97.5,193.0,98.5,98.5,95.5,95.5,94.5,453.5,376.0,295.0,98.5,421.0,96.5,97.5,198.0,99.0,1970.5
thedata.csv,99.0,98.5,87.5,292.0,98.5,195.0,98.5,196.0,97.5,468.0,188.0,97.5,98.5,1533.5,96.5,193.5,98.5,99.0,117.0
twostep.csv,35.5,98.5,97.5,292.0,98.5,98.5,95.5,196.0,97.5,566.0,188.0,97.5,98.5,750.0,96.5,97.5,196.5,98.5,1519.0
