,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.67,0.6,0.85,0.83,0.71,0.47,0.48,0.84,0.56,0.59,0.66,0.49,0.61,0.93,0.57,0.64,0.65,0.57
aztec.csv,0.79,0.71,0.87,0.82,0.27,0.36,0.6,0.51,0.4,0.71,0.62,0.45,0.51,0.51,0.73,0.57,0.41,0.91
bibedt.csv,0.72,0.61,0.78,0.9,0.53,0.42,0.75,0.32,0.59,0.71,0.68,0.39,0.55,0.62,0.54,0.39,0.7,0.82
esmf.csv,0.4,0.76,0.7,0.51,0.96,0.75,0.73,0.95,1.0,0.85,0.81,0.76,0.85,0.56,0.96,0.66,0.75,0.72
irrlicht.csv,0.99,1.0,1.0,1.0,0.93,1.0,1.0,1.0,1.0,1.0,0.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jstock.csv,0.61,0.83,0.86,0.78,0.81,0.61,0.64,0.68,0.63,0.71,0.75,0.79,0.69,0.67,0.66,0.86,0.18,0.85
kowari.csv,0.55,0.93,0.77,0.73,0.99,0.75,0.75,0.93,0.51,0.98,0.71,0.85,0.94,0.73,1.0,0.77,0.69,0.75
lportal.csv,0.85,0.71,0.99,1.0,1.0,0.96,0.88,1.0,1.0,0.87,0.95,0.84,0.99,0.53,1.0,0.32,1.0,1.0
modellus.csv,0.66,0.51,0.89,0.89,0.75,0.48,0.53,0.8,0.48,0.52,0.58,0.31,0.42,0.58,0.71,0.46,0.7,0.68
open-data-kit.csv,0.64,0.93,0.79,0.92,0.72,0.74,0.69,0.59,0.69,0.51,0.83,0.79,0.31,0.96,0.97,0.87,0.45,0.88
pentahoanalysistool.csv,0.88,0.46,0.85,0.83,0.76,0.82,0.77,0.91,1.0,0.9,0.78,0.72,0.62,0.83,0.75,0.72,0.9,0.8
phet.csv,0.9,0.87,0.48,0.94,0.97,0.87,0.9,0.91,1.02,1.07,0.87,0.95,0.98,0.95,1.02,0.99,0.83,0.88
qtractor.csv,0.59,0.5,0.89,0.82,0.39,0.41,0.59,0.52,0.46,0.54,0.64,0.4,0.44,0.52,0.46,0.45,0.58,0.75
roller.csv,0.89,0.82,0.84,0.55,0.99,0.92,0.74,0.95,0.91,0.89,0.81,0.7,0.44,0.34,0.84,0.62,0.74,0.74
sumatrapdf.csv,0.76,0.85,0.91,0.89,0.84,0.67,0.98,0.64,1.0,0.33,0.68,0.7,0.82,1.0,0.65,0.97,0.77,0.78
synergyspace.csv,0.76,0.54,0.82,0.36,1.0,0.82,0.55,0.92,0.46,0.43,0.85,0.51,0.7,0.87,0.96,0.74,0.67,0.44
ultimairis.csv,0.94,0.7,0.97,0.8,0.84,0.57,0.97,1.0,0.62,0.95,0.65,0.88,0.51,0.8,0.41,1.0,0.76,0.59
voms.csv,0.51,0.56,0.94,0.18,0.96,0.64,0.75,0.9,0.78,0.49,0.74,0.66,0.73,0.56,0.79,0.91,0.85,0.72
