,esmf.csv,pentahoanalysistool.csv,phet.csv,voms.csv,aztec.csv,qtractor.csv,acegisecurity.csv,bibedt.csv,kowari.csv,sumatrapdf.csv,irrlicht.csv,modellus.csv,open-data-kit.csv,roller.csv,ultimairis.csv,lportal.csv,jstock.csv,synergyspace.csv
acegisecurity.csv,0.29,0.54,0.61,0.82,0.06,0.25,0.27,0.27,0.36,0.07,0.35,0.45,0.34,0.92,0.14,0.5,0.37,0.56
aztec.csv,0.08,0.32,0.28,0.27,0.21,0.29,0.37,0.07,0.28,0.0,0.31,0.35,0.16,0.31,0.09,0.33,0.14,0.21
bibedt.csv,0.7,0.51,0.44,0.12,0.17,0.38,0.67,0.1,0.14,0.69,0.24,0.21,0.48,0.61,0.38,0.31,0.09,0.15
esmf.csv,0.26,0.68,0.43,0.45,0.9,0.75,0.61,0.95,1.0,0.8,0.76,0.21,0.84,0.29,0.96,0.55,0.74,0.2
irrlicht.csv,0.99,1.0,1.0,1.0,0.93,1.0,1.0,1.0,1.0,1.0,0.55,1.0,1.0,1.0,1.0,0.0,1.0,1.0
jstock.csv,0.09,0.29,0.32,0.08,0.17,0.29,0.45,0.46,0.63,0.02,0.12,0.08,0.25,0.31,0.17,0.26,0.16,0.12
kowari.csv,0.35,0.51,0.46,0.47,0.99,0.71,0.54,0.93,0.27,0.67,0.41,0.65,0.84,0.14,1.0,0.18,0.67,0.16
lportal.csv,0.1,0.1,0.02,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.06,0.03,0.0,0.27,0.0,0.19,0.0,0.03
modellus.csv,0.65,0.39,0.51,0.06,0.08,0.12,0.32,0.0,0.21,0.05,0.25,0.2,0.34,0.45,0.07,0.41,0.09,0.28
open-data-kit.csv,0.22,0.93,0.64,0.89,0.72,0.71,0.68,0.59,0.69,0.24,0.82,0.79,0.2,0.96,0.97,0.87,0.44,0.79
pentahoanalysistool.csv,0.69,0.32,0.85,0.7,0.12,0.58,0.37,0.44,0.03,0.87,0.24,0.66,0.52,0.63,0.21,0.41,0.65,0.8
phet.csv,0.63,0.31,0.26,0.91,0.94,0.71,0.2,0.9,0.21,0.85,0.63,0.59,0.86,0.12,0.93,0.03,0.77,0.59
qtractor.csv,0.33,0.34,0.44,0.26,0.39,0.29,0.52,0.15,0.36,0.24,0.49,0.29,0.2,0.47,0.16,0.42,0.21,0.28
roller.csv,0.89,0.8,0.57,0.5,0.99,0.92,0.71,0.95,0.9,0.89,0.8,0.69,0.36,0.25,0.84,0.62,0.72,0.35
sumatrapdf.csv,0.76,0.85,0.9,0.59,0.76,0.67,0.98,0.61,1.0,0.2,0.63,0.7,0.82,1.0,0.6,0.97,0.77,0.78
synergyspace.csv,0.09,0.36,0.48,0.14,0.04,0.33,0.49,0.2,0.15,0.38,0.12,0.22,0.32,0.24,0.04,0.61,0.4,0.31
ultimairis.csv,0.03,0.69,0.97,0.2,0.11,0.42,0.97,0.1,0.6,0.95,0.61,0.88,0.41,0.49,0.22,1.0,0.44,0.52
voms.csv,0.24,0.53,0.39,0.18,0.01,0.21,0.71,0.07,0.78,0.07,0.2,0.13,0.05,0.53,0.04,0.91,0.07,0.21
