,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.02,0.9,0.34,0.99,0.22,0.38,0.83,0.91,0.35,0.21,0.05,0.4,0.68,0.29
encog-cs.csv,0.01,0.83,0.28,0.86,0.24,0.27,0.78,0.93,0.55,0.19,0.02,0.36,0.6,0.44
extprosys.csv,0.01,0.88,0.45,0.91,0.26,0.31,0.75,0.91,0.35,0.19,0.04,0.33,0.54,0.35
intact.csv,0.02,0.86,0.26,0.9,0.31,0.49,0.89,0.93,0.44,0.19,0.04,0.28,0.48,0.33
japano.csv,0.0,0.88,0.32,0.87,0.28,0.31,0.77,0.98,0.35,0.18,0.02,0.35,0.57,0.42
lockss.csv,0.04,0.95,0.61,1.0,0.33,0.27,1.0,0.91,0.67,0.32,0.07,0.36,1.0,0.5
officefloor.csv,0.02,1.0,0.27,0.92,0.38,0.44,1.0,0.89,0.42,0.18,0.07,0.25,0.5,0.29
opennms.csv,0.02,0.8,0.57,0.92,0.53,0.5,0.86,1.0,0.47,0.31,0.04,0.45,0.5,0.0
primefaces.csv,0.01,0.87,0.28,0.91,0.27,0.29,0.78,0.93,0.36,0.2,0.03,0.32,0.82,0.44
rohxel.csv,0.02,1.0,0.3,0.94,0.23,0.42,0.91,0.98,0.75,0.36,0.02,0.45,0.58,1.0
roolo.csv,0.0,0.89,0.3,0.89,0.29,0.28,0.76,0.91,0.33,0.17,0.03,0.67,0.6,0.41
sevenupdate.csv,0.01,1.0,0.28,0.88,0.24,0.29,0.78,0.93,0.35,0.18,0.03,0.35,0.59,0.38
web-cat.csv,0.01,0.95,0.28,0.88,0.25,0.32,0.77,0.91,0.35,0.2,0.03,0.31,0.61,0.74
