,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.46,0.39,0.55,0.54,0.77,0.4,0.66,0.59,0.88,0.0,0.4
ivatamasks.csv,0.33,0.45,0.31,0.35,0.42,0.42,0.39,0.43,0.73,0.4,0.4
java-gnome.csv,0.42,0.96,0.65,0.55,0.37,0.75,0.66,0.46,0.45,0.43,0.75
orc.csv,0.92,0.42,0.6,0.51,0.94,0.36,0.6,0.59,0.89,0.0,0.47
plato.csv,0.34,0.39,0.31,0.46,0.46,0.5,0.42,0.58,0.79,0.4,0.4
rodin-b-sharp.csv,0.9,0.6,0.95,0.97,0.94,0.57,0.65,0.58,0.37,0.0,0.79
tycho.csv,0.81,0.46,0.85,0.64,0.63,0.93,0.62,0.79,0.81,0.51,0.49
umber.csv,0.55,0.39,0.29,0.4,0.43,0.43,0.39,0.46,0.38,0.45,0.41
unicase.csv,0.52,0.41,0.3,0.45,0.65,0.42,0.44,0.51,0.37,0.6,0.42
vienna-add-in.csv,0.49,0.57,0.36,0.49,0.59,0.65,0.61,0.46,0.89,0.55,0.63
wpdev.csv,0.34,0.39,0.29,0.43,0.42,0.42,0.38,0.43,0.38,0.4,0.39
